,State Abbv,Year,F00020,F09787,F14642,F13214,F13220,F11984,F11396,F13191,F06795,F04820,F04821,F04904,F04905,F04906,F04907,F12016,F12017,F04916,F04917,F04918,F04919,F12034,F12035,F10498,F11318,F11319,F13176,F10505,F08921,F08922,F08923,F08924,F14045,F09545,F09566,F09567,F09568,F09571,F15297,F13906,F13907,F13908,F13909,F13910,F13911,F13914,F13915,F13920,F13921,F15549,F12558,F09781,F13226,F13321,F15474,F14482,F14587,F14206,F06712,F06713,F06714,F06715,F06716,F06717,F06718,F06719,F06720,F06721,F06722,F06723,F06724,F06725,F06726,F06727,F11640,F11641,F11642,F11643,F13483,N_BLACK,N_ASIAN,N_HISP,F13874,F09721,HPSA_WHOLE,HPSA_PART,RURAL,METRO,NONMETRO,OP_VISITS,CANCER_DEATHS,SHIP_COUNT,DOSAGE_UNIT,OP_PC,IP_PC,PCT_MEN,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_OTHER,PCT_HISP,PCT_MEDICARE,ARF_CDR,POP_DENSITY,PCT_DUALS,PCT_25T34,PCT_35T44,PCT_45T54,PCT_55T64,PCT_65T74,PCT_75T84,PCT_85PLUS,PCT_VETS,NP_PC,MD_LT35_PC,MD_35T44_PC,MD_45T54_PC,MD_55T64_PC,MD_65T74_PC,MD_75PLUS_PC,SPEC_LT35_PC,SPEC_35T44_PC,SPEC_45T54_PC,SPEC_55T64_PC,SPEC_65T74_PC,SPEC_75PLUS_PC,DENTISTS_LT35_PC,DENTISTS_35T44_PC,DENTISTS_45T54_PC,DENTISTS_55T64_PC,DENTISTS_65PLUS_PC,MD_PC,SPEC_PC,PCT_25T44,PCT_45T64,PCT_65PLUS,EXP_EARLY,CANCER_CDR,NP_RX,PDMP_REQ_CHECK,State
135,IN,2006,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.034672237473077114,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.04331838494403266,0.0,0.0,-0.006695342922332263,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07422879130295319,-0.028893184090453314,0.0,-0.1769934789409358,0.0,0.0,-0.0,0.0,0.0,0.032778490330372355,0.08707298877970603,0.0,-0.07670012094263712,-0.0,0.0,0.0,-0.0,-0.01027653092118218,0.007999421175987275,0.0,0.0,0.5204225791196323,0.056306896473550645,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004452478697873397,0.038188690027603986,0.0,0.0,-0.0,0.07103729055585972,-0.0,0.0,0.0,0.0,0.0,0.0857282336720673,-0.0,-0.0,0.0,0.0,0.0,0.0,Indiana
136,IN,2007,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.04504282988820249,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0528359063573022,-0.0,0.0,-0.0688987817665961,0.0,0.0,-0.0,0.0,0.0,0.007844330580390916,0.14748562552283864,0.0,-0.032668253059589834,-0.0,0.0,0.0,-0.0,-0.019221499235175233,0.0,0.0,0.0,0.479142293585177,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.05402971776165682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0771475538652604,-0.0,-0.0,0.0,0.0,0.0,0.0,Indiana
137,IN,2008,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.018288431006155192,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.05147215557748511,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.061156545409377525,-0.0,0.0,-0.07448768294846357,0.0,0.0,-0.0,-0.0,0.0,0.0,0.2798485689021637,-0.0,-0.047942937421399344,0.0,-0.0,0.0,-0.0,-0.03720047373859841,0.0,0.0,0.0,0.462815540401794,0.0,0.013298319065536671,-0.0,-0.0,-0.0,-0.0,-0.013977313354815463,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.01345495101684136,0.0,0.004423333203764768,0.0,0.0,0.0,0.05922674984809927,-0.0,-0.0,0.0,0.0,0.0,0.0,Indiana
138,IN,2009,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07032111023612876,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2980122945839525,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10084632493986008,0.01671757203099266,-0.0,-0.0,0.028015803480724945,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.18090349416847679,-0.0,-0.0,-0.0,-0.0840349871716438,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.24263380865497225,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.054847636674837476,-0.0011646817917636406,-0.0,0.0,-0.11304487981374767,-0.0,0.1214516213445959,-0.0,-0.0,0.0,0.6680184933254966,0.08828244922584068,0.009302168341596213,-0.0,0.0,-0.0,0.0,-0.12457418877792595,-0.0,0.03583481217846514,0.17752507149475116,0.0,0.5391530662783554,0.0,0.0,-0.1517911823551643,-0.0,-0.0,-0.0,-0.2506109275936074,-0.0,-0.0,-0.0,0.0,0.0018136079067489627,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.05318489865961221,0.0,-0.01106761268775434,0.11350907238868634,-0.013452988543469236,0.10640689530698624,0.0,0.0,0.0,0.06937860569970723,-0.013309515604985094,-0.0,0.0,0.004479589886487907,0.0,0.0,Indiana
139,IN,2010,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.02462123596188562,-0.25569908807580094,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1026095292546209,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.06092254096034959,-0.0,-0.0,-0.0,-0.08337684651320132,-0.026192306690723758,-0.0,-0.0,0.0,0.0,0.0,-0.20118732044069293,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.09761099854958469,-0.0,-0.0,-0.08815629002632688,-0.0,-0.004954661395519016,0.0,-0.09246444326352413,-0.0,0.11630739759712717,-0.0,-0.0,0.0,0.5456281164509528,0.11920031121941536,0.0,-0.0,0.0,-0.0,0.0,-0.10544607760553326,-0.0,0.0,0.0749117625099628,0.0,0.5023139779001673,0.0,0.0,-0.003340686887613872,-0.0,-0.0,-0.0,-0.1470666352651469,-0.021599145449306113,0.0,-0.0,0.0,0.02254237139620534,0.0,0.013365480309914881,0.0,-0.0,0.0,0.0,0.0,0.02463272432345879,0.0723173747449911,-0.0,0.0,0.0,-0.0,0.07999598104149365,0.0,0.0,0.11502723407881853,-0.016706658788972283,-0.0,0.0,0.0,0.0,0.0,Indiana
140,IN,2011,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2453868008323343,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0024514991523235693,-0.0,-0.0,-0.0,-0.009411448241667805,-0.0,-0.007050738875430673,0.011126250783008223,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.060647435551742665,-0.0,-0.023786806517804175,-0.0,-0.0,0.0,-0.0,0.0,-0.31386854522459845,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0018788800913929129,-0.0,-0.0,-0.0,-0.04295971900304142,-0.0,-0.10272160409493086,-0.0,0.16908447106342261,-0.0,-0.0,0.0,0.2859752446267397,0.13194471780630937,0.0,-0.04424713456681412,0.0,-0.0,-0.0,-0.0,-0.0,0.05068372551937804,0.0,0.0,0.562392848939574,0.006499835064134599,0.0,-0.10690710204266794,-0.0,-0.0,-0.0,-0.19821610040982118,0.0,0.0,-0.005437728424934896,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.07514151606685875,0.0,-0.0,0.1215019837870226,-0.0696210642918359,0.0,0.11531625880284244,-0.0,-0.0,0.11377483546505267,-0.0,-0.0,0.0,0.0,0.0,0.0,Indiana
141,IN,2012,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.011555483008561617,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.04295253865497644,-0.0,-0.0,-0.025748696481082994,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.22896869030627615,-0.0,0.006418446337154959,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.028617248124136362,-0.0,-0.04222405154652278,-0.0,-0.06993966857519306,0.0,-0.09977329384838912,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.22266544931373947,0.0,-0.02425642531372413,0.0,-0.0,-0.0,-0.0,-0.0,0.009614006078665457,0.26449032824262353,0.0,0.4083604683970165,0.023888456700084746,0.0,-0.12593031584941627,-0.0,-0.0,-0.0,-0.2674528364709749,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.1743129458270927,-0.044065464327802194,-0.0,0.11782969634103117,-0.0,-0.0,0.024176789292842983,-0.025487257523373556,-0.0,0.0,0.10975669167262686,0.0,0.0,Indiana
142,IN,2013,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07321763797814826,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.05623678594815732,0.0,-0.0,-0.0,-0.08091244679597985,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.18517901798029804,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.04611767780382765,0.0,-0.05022533879423363,0.0,-0.07645129123864672,-0.0,0.013859517821077428,-0.0,-0.0,0.0,0.1176394683633959,0.23655719674483475,0.0,-0.0,0.0,-0.060631744594464326,-0.0,-0.0,0.0,0.09622815658115919,0.2670158812710916,0.0,0.36366599064434174,0.0,0.0,-0.15686990329990375,-0.0,-0.0,-0.0,-0.20274658394517878,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.02106305321743299,0.0,0.22842334503325204,-0.05978269047253133,-0.008498301652985651,0.06502545249749407,-0.0,-0.0,0.06559587619045182,-0.0,-0.08017383352254132,0.0,0.12797061628783657,0.0,0.0,Indiana
143,IN,2014,0.0,-0.018452468969592777,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.022858036378913166,-0.0,-0.0,-0.0,-0.0,-0.029325412309541565,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.07793265787604921,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.04493889644526405,0.0,-0.0,-0.0,-0.07714524604726783,-0.0,-0.0,-0.00035444972647826243,-0.0,-0.0,-0.0,-0.0,-0.35255551472044727,-0.0,-0.0,-0.21424279544863384,-0.0,-0.0435182380370842,-0.0,-0.0,0.0810743086686602,0.0,-0.031763604339540834,-0.16983077538540806,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.21277473193553603,-0.0,-0.0,-0.0,-0.021358016622226025,0.030280002842724234,-0.11795548898316925,-0.0,-0.06854727167204815,-0.0,0.06346517777493514,-0.0,-0.0,0.0,0.8405385857894271,0.1341388803486108,0.04135450074319548,-0.0,0.0,-0.058219217789439844,0.0,0.0,-0.0,0.0,0.28489075534178626,-0.0,0.35309935425612565,0.0,-0.0,-0.023887319166041306,-0.0,-0.0,-0.012886285995109275,-0.1904364443258837,0.0,-0.0,-0.08775206604392742,0.0,0.0,0.0,0.0007401413424160051,-0.0,0.0,-0.0,0.0,0.0030011087604002707,-0.0,0.08993483810274677,-0.05776304787113709,0.11558310226970715,-0.06614869602143607,0.0,0.04668101161142329,0.0,0.0,0.0,-0.0,-0.07389169197553916,0.0,0.22130185606805883,0.0,0.0,Indiana
144,KS,2006,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.013338124479980146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.06475964875526702,0.0,-0.15240459206220575,-0.0,0.026233237409926648,-0.0,0.0,0.0,0.0653133127915497,0.19188651333587353,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.3323756953053729,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.008361257615399052,0.02800119501922721,0.0,0.0,0.1982606397351849,-0.1467973935087235,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.059820851879842346,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kansas
145,KS,2007,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0530500353978641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.004793218872180689,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.024404310904100734,0.0,-0.10681128998361362,0.0,-0.12370247637760312,0.0,0.0,0.0,0.0,0.0,0.026269047367565357,0.11257043873045833,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.3449727940700123,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.024774979140171766,0.0,0.0,0.09583537791013891,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,Kansas
146,KS,2008,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005167519759660416,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.038489875722922486,0.0,-0.09769951961734243,0.0,-0.09932394044470823,-0.0,0.007366679172116394,0.0,0.0,0.0,0.0,0.1422139751904196,0.0,-0.015995700571917144,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.32533863229431015,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.029365448629558775,0.09522163742816334,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,Kansas
147,KS,2009,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07415540293454918,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.04696306548566534,0.0,-0.0,-0.0,0.07325250106082222,0.0,0.0,0.0,0.0,0.14923749971188194,0.00203269113314657,-0.05670554488780691,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.27240767756103146,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.029520087332868674,0.08127962667314466,0.0,0.0,-0.0,-0.0,0.0,0.0163577608528054,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,Kansas
148,KS,2010,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.023323649293908295,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.11447482043731877,0.0,-0.0,-0.0,0.05378616593300946,-0.0,0.0,0.0,0.0,0.1393916599840485,0.0,-0.07317659739162881,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.23812361681105518,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.061399764797556065,0.0,0.0,-0.0,-0.0,-0.0,0.09686041503438758,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kansas
149,KS,2011,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.015454785012858751,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.08082552563697726,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.2539524269859028,0.009231118108011032,-0.049241046934696574,0.0725764456047336,-0.0,-0.0,0.08547227955495063,-0.0,0.0,0.0,0.014606952440395456,0.22121759620459228,0.0,-0.09795215739614554,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.29750153270537966,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0004603918375551073,0.0,-0.0,0.04312471343299287,0.14692120067396083,-0.0,-0.0,0.0415445585284856,-0.15363479435885788,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,Kansas
150,KS,2012,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.01569084282230969,0.0,0.0,-0.06706481807042082,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.07547356381903964,0.017372110114043163,-0.0,-0.0,0.07884252422136381,-0.0,0.0,0.0,0.0,0.13387382107340848,0.02632757483293781,-0.05564129395109823,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0009684887270517031,-0.0,0.3041174777735246,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.1100295462764241,0.0,0.0,0.0,-0.03628735231204737,-0.0,0.04698399038701033,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.031497626803934,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,Kansas
151,KS,2013,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.01067467549613677,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.037375129030030145,0.0,-0.12974328062452958,0.019233740048807176,-0.0,-0.0,0.06243713508776991,-0.0,0.0,0.0,0.0,0.06657418990281563,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.32511186812174864,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.10206465836564937,-0.0,-0.0,0.0,-0.0,-0.0,0.01451027917298778,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.015814797122583237,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kansas
