"","State.Abbv","X","COEFF USDA Rural-Urban Continuum Code ","COEFF Healthcare Professional Shortage Area (Primary Care) ","COEFF # of nurse practitioners with National Provider Identifiers (NPI) ","COEFF # of home health agencies ","COEFF # of hospices ","COEFF % Black ","COEFF % Hispanic ","COEFF Veteran population estimate ","COEFF Unemployment rate for ages 16+ ","COEFF # of medical doctors under age 35 ","COEFF # of medical doctors aged 35-44 ","COEFF # of medical doctors aged 45-54 ","COEFF # of medical doctors aged 55-64 ","COEFF # of medical doctors aged 65-74 ","COEFF # of medical doctors aged 75+ ","COEFF # of medical specialists under age 35 ","COEFF # of medical specialists aged 35-44 ","COEFF # of medical specialists aged 45-54 ","COEFF # of medical specialists aged 55-64 ","COEFF # of medical specialists aged 65-74 ","COEFF # of medical specialists aged 75+ ","COEFF # of dentists aged 35-44 ","COEFF # of dentists aged 45-54 ","COEFF # of dentists aged 55-64 ","COEFF # of dentists aged 65+ ","COEFF # of short-term non-general hospital beds ","COEFF # of long-term hospital beds ","COEFF # of licensed hospital-based nursing home beds ","COEFF # of inpatient days including homes and hospitals  ","COEFF # of outpatient visits in short-term non-general hospitals ","COEFF # of outpatient visits in long-term hospitals ","COEFF # of outpatient visits in Veterans Affairs hospitals ","COEFF Actual per capita Medicare cost ","COEFF Total Caucasian female population estimate ","COEFF Total Black male population estimate ","COEFF Total Black female population estimate ","COEFF Total Asian male population estimate ","COEFF Total Asian Female population estimate ","COEFF Total Hispanic male population estimate ","COEFF Total Hispanic female population estimate ","COEFF # of Medicare enrollees ","COEFF # of deaths any cause  ","COEFF Per capita personal income ","COEFF Median household income ","COEFF % in poverty ","COEFF % under age 65 without health insurance ","COEFF % aged 25+ with 4+ years of college ","COEFF % employed in manufacturing ","COEFF # dually eligible for Medicare & Medicaid ","COEFF # of males aged 20-24 ","COEFF # of females aged 20-24 ","COEFF # of males aged 25-29 ","COEFF # of females aged 30-34 ","COEFF # of males aged 35-44 ","COEFF # of males aged 55-59 ","COEFF # of males aged 75-84 ","COEFF # of males aged 85+ ","COEFF # of females aged 85+ ","COEFF Median age ","COEFF Total Black population ","COEFF Total Hispanic population ","COEFF Total area ","COEFF Total land area ","COEFF Healthcare professional shortage area - whole county ","COEFF Healthcare professional shortage area - partial county ","COEFF Rural indicator ","COEFF Metropolitan indicator ","COEFF Nonmetropolitan indicator ","COEFF # of outpatient visits total  ","COEFF # of opioid-related deaths - imputed  ","COEFF Total number of opioid shipments ","COEFF Total number of opioid pills distributed ","COEFF Outpatient visits per capita ","COEFF Inpatient days per capita ","COEFF % male ","COEFF % Caucasian ","COEFF % Black ","COEFF % Asian ","COEFF % other race ","COEFF % Hispanic ","COEFF % eligible for Medicare ","COEFF Crude annual death rate all cause  ","COEFF Population density in hundreds  ","COEFF % dual-eligible for Medicare & Medicaid ","COEFF % aged 25 to 34 ","COEFF % aged 35 to 44 ","COEFF % aged 45 to 54 ","COEFF % aged 55 to 64 ","COEFF % aged 65 to 74 ","COEFF % aged 75 to 84 ","COEFF % aged 85+ ","COEFF % of population who are veterans ","COEFF Nurse practitioners per 100000 residents  ","COEFF Medical doctors aged <35 per 100000 residents  ","COEFF Medical doctors aged 35 to 44 per 100000 residents  ","COEFF Medical doctors aged 45 to 54 per 100000 residents  ","COEFF Medical doctors aged 55 to 64 per 100000 residents  ","COEFF Medical doctors aged 65 to 74 per 100000 residents  ","COEFF Medical doctors aged 75+ per 100000 residents  ","COEFF Medical specialists aged <35 per 100000 residents  ","COEFF Medical specialists aged 35 to 44 per 100000 residents  ","COEFF Medical specialists aged 45 to 54 per 100000 residents  ","COEFF Medical specialists aged 55 to 64 per 100000 residents  ","COEFF Medical specialists aged 65 to 74 per 100000 residents  ","COEFF Medical specialists aged 75+ per 100000 residents  ","COEFF Dentists aged <35 per 100000 residents  ","COEFF Dentists aged 35 to 44 per 100000 residents  ","COEFF Dentists aged 45 to 54 per 100000 residents  ","COEFF Dentists aged 55 to 64 per 100000 residents  ","COEFF Dentists aged 65+ per 100000 residents  ","COEFF % aged 25 to 44 ","COEFF % aged 45 to 64 ","COEFF % aged 65+ ","COEFF Early state Medicaid expansion status ","COEFF Crude opiod-related death rate - imputed  ","COEFF Crude cancer-related death rate - imputed  ","COEFF Nurse practitioner prescribing authority ","COEFF Presription drug monitoring programs (PDMP) ","State","RANK USDA Rural-Urban Continuum Code ","RANK Healthcare Professional Shortage Area (Primary Care) ","RANK # of nurse practitioners with National Provider Identifiers (NPI) ","RANK # of home health agencies ","RANK # of hospices ","RANK % Black ","RANK % Hispanic ","RANK Veteran population estimate ","RANK Unemployment rate for ages 16+ ","RANK # of medical doctors under age 35 ","RANK # of medical doctors aged 35-44 ","RANK # of medical doctors aged 45-54 ","RANK # of medical doctors aged 55-64 ","RANK # of medical doctors aged 65-74 ","RANK # of medical doctors aged 75+ ","RANK # of medical specialists under age 35 ","RANK # of medical specialists aged 35-44 ","RANK # of medical specialists aged 45-54 ","RANK # of medical specialists aged 55-64 ","RANK # of medical specialists aged 65-74 ","RANK # of medical specialists aged 75+ ","RANK # of dentists aged 35-44 ","RANK # of dentists aged 45-54 ","RANK # of dentists aged 55-64 ","RANK # of dentists aged 65+ ","RANK # of short-term non-general hospital beds ","RANK # of long-term hospital beds ","RANK # of licensed hospital-based nursing home beds ","RANK # of inpatient days including homes and hospitals  ","RANK # of outpatient visits in short-term non-general hospitals ","RANK # of outpatient visits in long-term hospitals ","RANK # of outpatient visits in Veterans Affairs hospitals ","RANK Actual per capita Medicare cost ","RANK Total Caucasian female population estimate ","RANK Total Black male population estimate ","RANK Total Black female population estimate ","RANK Total Asian male population estimate ","RANK Total Asian Female population estimate ","RANK Total Hispanic male population estimate ","RANK Total Hispanic female population estimate ","RANK # of Medicare enrollees ","RANK # of deaths any cause  ","RANK Per capita personal income ","RANK Median household income ","RANK % in poverty ","RANK % under age 65 without health insurance ","RANK % aged 25+ with 4+ years of college ","RANK % employed in manufacturing ","RANK # dually eligible for Medicare & Medicaid ","RANK # of males aged 20-24 ","RANK # of females aged 20-24 ","RANK # of males aged 25-29 ","RANK # of females aged 30-34 ","RANK # of males aged 35-44 ","RANK # of males aged 55-59 ","RANK # of males aged 75-84 ","RANK # of males aged 85+ ","RANK # of females aged 85+ ","RANK Median age ","RANK Total Black population ","RANK Total Hispanic population ","RANK Total area ","RANK Total land area ","RANK Healthcare professional shortage area - whole county ","RANK Healthcare professional shortage area - partial county ","RANK Rural indicator ","RANK Metropolitan indicator ","RANK Nonmetropolitan indicator ","RANK # of outpatient visits total  ","RANK # of opioid-related deaths - imputed  ","RANK Total number of opioid shipments ","RANK Total number of opioid pills distributed ","RANK Outpatient visits per capita ","RANK Inpatient days per capita ","RANK % male ","RANK % Caucasian ","RANK % Black .1","RANK % Asian ","RANK % other race ","RANK % Hispanic .1","RANK % eligible for Medicare ","RANK Crude annual death rate all cause  ","RANK Population density in hundreds  ","RANK % dual-eligible for Medicare & Medicaid ","RANK % aged 25 to 34 ","RANK % aged 35 to 44 ","RANK % aged 45 to 54 ","RANK % aged 55 to 64 ","RANK % aged 65 to 74 ","RANK % aged 75 to 84 ","RANK % aged 85+ ","RANK % of population who are veterans ","RANK Nurse practitioners per 100000 residents  ","RANK Medical doctors aged <35 per 100000 residents  ","RANK Medical doctors aged 35 to 44 per 100000 residents  ","RANK Medical doctors aged 45 to 54 per 100000 residents  ","RANK Medical doctors aged 55 to 64 per 100000 residents  ","RANK Medical doctors aged 65 to 74 per 100000 residents  ","RANK Medical doctors aged 75+ per 100000 residents  ","RANK Medical specialists aged <35 per 100000 residents  ","RANK Medical specialists aged 35 to 44 per 100000 residents  ","RANK Medical specialists aged 45 to 54 per 100000 residents  ","RANK Medical specialists aged 55 to 64 per 100000 residents  ","RANK Medical specialists aged 65 to 74 per 100000 residents  ","RANK Medical specialists aged 75+ per 100000 residents  ","RANK Dentists aged <35 per 100000 residents  ","RANK Dentists aged 35 to 44 per 100000 residents  ","RANK Dentists aged 45 to 54 per 100000 residents  ","RANK Dentists aged 55 to 64 per 100000 residents  ","RANK Dentists aged 65+ per 100000 residents  ","RANK % aged 25 to 44 ","RANK % aged 45 to 64 ","RANK % aged 65+ ","RANK Early state Medicaid expansion status ","RANK Crude opiod-related death rate - imputed  ","RANK Crude cancer-related death rate - imputed  ","RANK Nurse practitioner prescribing authority ","RANK Presription drug monitoring programs (PDMP) "
"11","GA",10,0,0,0,0,0,0,0,-0.00763708097369332,0.0372832337703458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00107580245716467,0,0,0,-0.00296587582583048,0,0,0.121590493776764,0,0,0,0,0,0,-0.0326115815636846,0,0,0,0,0,0.0388795944324492,0,0.0712357270072768,0,-0.00382275247864402,0,0,-0.060751164803298,0,-0.0291791675894029,0,0,0,0,0,0,0,0,-0.0918323350523118,0,-0.145117141170405,0,0.092388370929747,0,-0.268305792447152,0,0.402346024541044,0.00491817282387147,0,-0.060175430326402,0.0405932447530449,0,0,0,0,0,0,0,0.151100186913483,0,-0.0124084633406431,-0.0569094283144574,0,0.00415105991131001,0.00397229421829337,0,0,0,0,0,0,0,0,0,-0.0224143323965645,0,0.031055712655022,0.105627121230521,0,0,0.0353332004268882,0,0.146853339265796,0,0,0,0,0,0,0.622043613453985,0,0,0,"Georgia","NA","NA","NA","NA","NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","2","14","NA","NA","9",0,"NA","NA",0,"NA","NA","NA","3","NA","NA","NA","NA","15","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","6","NA","NA","12","NA","4","NA","NA","NA","NA","NA","NA","1","NA","NA","NA"
"12","HI",11,0,0,0,0,0,0,0,0,0.0932931672911972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00946493803664787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674993612343841,-0.0195327855037398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.252033773335117,0,0,0,0,0,0.0620786076866725,0,0,0,0.102538085353827,0,0,0,0,0,0,0,0,0,0,0,0,-0.207871563300118,0,0,-0.264352137105329,0.00228775832373066,0,0,-0.0537762799841796,0,0,0,0,0,0,0,-0.0236143918667395,0,0,0,0,0,0,0,0,0,0,"Hawaii","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4",0,"NA","NA",0.102538085353827,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"13","IA",12,-0.0988417581246497,0,0,0,0.0449704734274939,0,0,0,0.124337079680645,0,0,0,0,0,0,0,-0.0904241456001067,0,0,0,0,0,0,0,0,-0.0684522375343522,-0.0772030335384625,0,0,0,0,0,0.0767913188698764,0,0,-0.0527360932560917,0,-0.132027725389536,0,0,0,0,0.0252395464569161,0,0.173057688053563,-0.105128942692367,0,0,0,0,-0.0394549626895639,0,0,0,0,0,0,0,0,0,0,0,-0.101535630981964,-0.0493232073174172,0,-0.315346454506853,0,0,0,0,0.403387590729603,0.0140141662057099,0.0502134220685423,0,-0.0473139144436156,0,0,0,0,0,-0.0377506769278067,0.0819651112747622,0,0.228191411001748,0,0,-0.0327363771002516,0.00221410321929628,0,0,0,-0.0453772306318359,0,0,0,0,0.00654863815332189,0.0773696255934522,-0.00524062316339094,0,0,0,0,0,-0.0219701336774426,0.0591595840585577,0,0.0722293040857877,0,0,0,0,0,0,0.320315042905478,0.00901523317415932,0,0,"Iowa","NA","NA","NA","NA","12","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","14","11","NA","NA","NA",0,"NA","NA",0,"NA","6","NA","3","NA","NA","NA","17","NA","NA","NA","NA","NA","NA","NA","NA","16","7","NA","NA","NA","NA","NA","NA","NA","10","NA","9","NA","NA","NA","NA","NA","NA","2","15","NA","NA"
"14","ID",13,0,0,0,0,0,0,-0.0460997154067884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254159846860704,0,0,0,0,0,0.196992084798096,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230685928939097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148362802349644,0,0.0823360054073727,0,0,0.0141562155704665,0,0,0,0,0.136106252028901,0,-0.0506469693314129,0,0,0,0,0,0,0.0962745435268391,0,0.436933095171468,0,0,-0.10056036303538,0,0,0,0.0529043720374574,0,-0.0412724709649454,0,0,0.175890090731136,0.028485255712949,0,0,0,0,-0.0488322035043145,0,0,0,0.0337774986738109,0,0.147782234909868,0,0,0,0,0,0,0.243644904770796,0.0165410031625293,0.0488821983806973,0,"Idaho","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","14","NA","NA","NA","NA","6","NA","NA","NA",0,"NA","NA",0,"NA","7","NA","1","NA","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","4","12","NA","NA","NA","NA","NA","NA","NA","NA","11","NA","5","NA","NA","NA","NA","NA","NA","2","13","10","NA"
"15","IL",14,0,0,0,0,-0.0851193331785575,-0.00462470439448741,-0.043277584581634,0,0.0606147707344095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015847336931887,0,0.159639621635819,0,0,0,0,0,0,0,0,0,0,0,0.132478522779284,0,0,-0.0752337054233752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0813738930987615,-0.0749355496788897,0.0770233819964505,-0.105514045354132,0,0,0,0,0,0,0.163827658326468,0.0260184050312257,-0.0375770086814141,0.0663377618254995,0,-0.0103191799174357,0,0,0,0,0,0.169144007819993,0,0,0,0,0,0,0,0,0.029344545768596,0,0,0,0,0,0,0,0,0,0.0199827446653453,0,-0.0720408865141294,0.0364819519288196,0.0419441002461292,0.125031184871882,0.0251634042963861,0,0,0,0,0,0.453840778626506,0.00639830062738534,0,0,"Illinois","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","3","13","NA","8",0,"NA","NA",0,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","15","NA","NA","11","10","6","14","NA","NA","NA","NA","NA","1","16","NA","NA"
"16","IN",15,0,-0.00260847846694557,-0.0347297850661062,0,0,0,0,0,0.0897990925628865,-0.198749104392089,-0.0776421175210583,0,-0.00812551372206632,0,0,0,0,0,0,-0.0296705799822604,0,0,0,0,0,0,-0.0556793383084076,0,0,0,0,-0.0168041520714279,0.00733605975133106,0,0,0,0,0,0,-0.206223070462737,0,0,0.0894809511389984,0,0,-0.0376282622995201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528556581729599,0,-0.106749469237516,0,0.0645093282207698,0,0,0,0.580039399192169,0.127936073859597,0,-0.0153673113926381,0,0,0,-0.00216366944807007,0,0,0.056452600248289,0,0.365383292513048,0,0,0,-0.0037855690483239,0,0,-0.100287792270589,0,0,0,0,0,0,0,0,0,0,0,0.0312953565167341,0,0,0,0.132782108262534,0,0.00972231995116016,0,0.057425606245641,-0.0723001150914385,0,0,0.299280532937837,0.0289357664820103,0,0,"Indiana","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","NA","1","5","NA","NA","NA",0,"NA","NA",0,"NA","10","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","NA","NA","NA","4","NA","13","NA","9","NA","NA","NA","3","12","NA","NA"
"17","KS",16,0,0,0,0,0,0,-0.0458598978126408,0,0.0184613104299232,0,0,0,0,0,-0.0654856631176313,0,0,0,0,0,0,0,0,0,0,0,-0.0287893820494975,0,0,0,0,0,0.0146150225064966,0,0,0,0,0,0,0,0,0,0.0186782484199574,0.109191013300403,0.000136122447358838,-0.0418567592008791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491571231107051,-0.0460274987639043,0.0255093488578383,-0.19144068985383,0,0.0446220034646032,-0.0245496374665771,0,0,0.121273915311883,0.202474531685277,0.0391042186249046,-0.0172666999889823,-0.00517556607568786,0,0.0825630319110808,0.0440601651849992,0,-0.143783738145278,0,0,0.515440156486818,-0.0311625044431287,0,0,0,0,0,0.117511410831704,-0.13867794973549,0,0.00309589274257503,0,0.0452362890749573,0.152127826063526,-0.086234531285037,0,0,-0.110721716092891,-0.00117125814148165,0.0780816132354286,0,0,0,0,0.0457000293250923,0,-0.0375834098751481,-0.0330511760335906,0,0,0,0.282818029643793,0,0,0,"Kansas","NA","NA","NA","NA","NA","NA","NA","NA","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","17","7","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","NA","16","NA","NA","13","NA","NA","NA","5","3","15","NA","NA",0,"8","14",0,"NA","NA","NA","1","NA","NA","NA","NA","NA","NA","6","NA","NA","20","NA","12","4","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","2","NA","NA","NA"
"18","KY",17,0,0,0,0,0,0,0,0,0.00621191188448248,0,0,0,0,0,0,0,0,0,-0.145509231414919,0,0,0,0,0,0,0,0,-0.00324420296878401,0,0,0,0,0.0768873055403369,0,0,-0.0580573398206624,0,0,0,-0.0538116730404594,0,0,0.0326945474403265,0,0,0,0,-0.0135692005374225,0,0,0,0,0,0,0,-0.103162070851633,0,-0.166401096588799,0,-0.00470233840983179,0,0,0.0248784452203695,-0.086041985738812,0,-0.0535976501992381,0,0.111563571577557,0,-0.0237196599289941,0,0.669873535250988,0,0.101206960821723,0.00405203881844,0,0,0,0,0,0.0286332185685319,0.0455693208556154,-0.106345143536348,0.2438929780834,0,0,0,0.0160371575298737,0,0,0,0,0.0609421397459798,0,0,0,0.0608545977639332,0,0,0,0,0.0590750553779971,0,0,0,0,0,0.000895770622793784,0,0,0,0.0210157042394609,0,0,0.334159614917994,0,0,-0.0505135514885331,"Kentucky","NA","NA","NA","NA","NA","NA","NA","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","13","NA","NA","NA","NA","4","NA","NA","NA","1","NA","5","17","NA",0,"NA","NA",0,"12","10","NA","3","NA","NA","NA","15","NA","NA","NA","NA","7","NA","NA","NA","8","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","18","NA","NA","NA","14","NA","NA","2","NA","NA","NA"
"19","LA",18,0,0,0,0,0,0,0,0,-0.0663565305359178,0,0,0,-0.248479735136464,0,0,0,0,0,0,0,0,-0.0103936763462057,-0.00363804180400543,0,-0.181140843892991,0,-0.000651213123347004,0,0,0,0,0.0580546324877521,0.105438127168571,0,0,0,-0.375045311146853,0,0,0,0,0,0,0,-0.140326922611076,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329756057260386,0,0,0,0,-0.132497696760133,0,0,-0.0315370631360016,0.0756025259151799,0,-0.173109198030912,0,1.13190751919647,0,0,0,0.0631490710468433,0,-0.0316011467634833,0,0.146140530542938,0,0,0,0.299786610608692,0.114580237588274,-0.0247189300907507,0,0,0,0,-0.0908354450645405,-0.212383890170811,0,0,0,0,0,0,0.137712650115078,0,-0.0964803837557199,0,0.0726898924073914,0,0,0.0470228492846138,0,0.0699484810021725,0.052583081813447,0,0,-0.0120213672056109,0,0,0.339824840374671,0,0,0,"Louisiana","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","NA","1","NA","NA","NA","11",0,"NA","NA",0.146140530542938,"NA","NA","NA","3","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","9","NA","NA","14","NA","10","13","NA","NA","NA","NA","NA","2","NA","NA","NA"
"20","MA",19,0,-0.0859531284186753,0,0,0.0999786152011493,0,0,0,0.143843267795945,0,0,0,0,0,-0.168521005052627,0,0,0,0,0,-0.0594959272554385,0,0,0,-0.194677832555299,0,0,0,0,0,0.00296067844199546,0,0,0,0,0,0,0,-0.0654415288307989,0,0,0,0,0,0,0,-0.396502413673549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293461334599976,-5.35726665850869e-16,0,0,0,0,0,0,0.355233543998651,0,0,0,0,0,0,0.17796831454825,0,0,0,0,0,-0.346913061261416,0,0,0,0,0,0,0,0,0,0,0,0.167950154197589,0,0.222225701236218,0,0,0,0,0,-0.0957568762816075,0,-0.0073124899928334,0,0,0,0,0,0,0,0,0,0,0,"Massachusetts","NA","NA","NA","NA","6","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",0,"NA","3",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21","MD",20,-0.172187641601383,-0.00445370326472698,-0.0810120042340764,0,0,-0.165851175759733,-0.0587345634405247,0,0.290451752527807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333018206188281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107372381390437,0,0,-0.00477227292656974,0,0.121699325598531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933251337738147,0.1462594891682,0.0303133649442813,0,0.125433435764274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402742764436463,0,0,0,0,0,0,0.0942730301564582,0,-0.0510749532294322,-0.111423750417255,0.553444984999171,0,-0.2609579829422,0,-0.038909368421229,-0.122817002284707,0,0.104812967559922,0,0,0,0,0.0939625757722798,0,0,0,"Maryland","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","4","11","NA","5",0,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","8","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","9","NA","NA","NA"
"22","ME",21,0,0,0,0,0,0,0,0,0.250371050571395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160226351769707,-0.11655417996743,0,0.0381320315015424,0.0988186345085442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296133200362779,0,-0.114210258921033,0,0,0,0,0,0,0,0,0,0,-0.373399171926714,0,0,0,-0.0262618548131488,0.0390155844030725,0,0,0,0,0,0,0,0,0.596722531036442,0.19881321248974,0,0,-0.0441677392534793,0,0,0,-0.0618866433684548,-0.0376470327284554,0,0,0,0,0.107522045697634,-0.0575592909360665,0,0,0,0,0.14881676049215,0,0,0,0.0120366217854553,0,0,0,0,0,0,0,0,0,0,0.102406688045192,0,0,0.0555516880169149,0,0,0,0,0,0,0.083660811181399,0,"Maine","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","13","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12","NA","NA","NA","NA","NA","NA","NA","NA","1","4","NA","NA","NA",0,"NA","NA",-0.0618866433684548,"NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","6","NA","NA","NA","14","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","11","NA","NA","NA","NA","NA","NA","10","NA"
