,State Abbv,State,variable,value
4061,NM,New Mexico,N_BLACK,0.0
4062,NV,Nevada,N_BLACK,0.0
4063,NY,New York,N_BLACK,0.0
4064,OH,Ohio,N_BLACK,0.0
4065,OK,Oklahoma,N_BLACK,0.0
4066,OR,Oregon,N_BLACK,0.0
4067,PA,Pennsylvania,N_BLACK,-0.0
4068,RI,Rhode Island,N_BLACK,0.0
4069,SC,South Carolina,N_BLACK,-0.0
4070,SD,South Dakota,N_BLACK,0.0
4071,TN,Tennessee,N_BLACK,-0.0
4072,TX,Texas,N_BLACK,0.0
4073,UT,Utah,N_BLACK,0.0
4074,VA,Virginia,N_BLACK,0.0
4075,VT,Vermont,N_BLACK,0.0
4076,WA,Washington,N_BLACK,0.0
4077,WI,Wisconsin,N_BLACK,0.0
4078,WV,West Virginia,N_BLACK,0.0
4079,WY,Wyoming,N_BLACK,0.0
4080,AK,Alaska,N_ASIAN,0.0
4081,AL,Alabama,N_ASIAN,-0.0
4082,AR,Arkansas,N_ASIAN,0.0
4083,AZ,Arizona,N_ASIAN,0.0
4084,CA,California,N_ASIAN,0.0
4085,CO,Colorado,N_ASIAN,0.0
4086,CT,Connecticut,N_ASIAN,0.0
4087,DC,Washington D.C.,N_ASIAN,0.0
4088,DE,Delaware,N_ASIAN,0.0
4089,FL,Florida,N_ASIAN,0.22337017908937015
4090,GA,Georgia,N_ASIAN,0.0
4091,HI,Hawaii,N_ASIAN,0.0
4092,IA,Iowa,N_ASIAN,0.0
4093,ID,Idaho,N_ASIAN,0.0
4094,IL,Illinois,N_ASIAN,0.0
4095,IN,Indiana,N_ASIAN,-0.0
4096,KS,Kansas,N_ASIAN,0.0
4097,KY,Kentucky,N_ASIAN,0.0
4098,LA,Louisiana,N_ASIAN,-0.0
4099,MA,Massachusetts,N_ASIAN,0.0
4100,MD,Maryland,N_ASIAN,-0.0
4101,ME,Maine,N_ASIAN,0.0
4102,MI,Michigan,N_ASIAN,-0.0
4103,MN,Minnesota,N_ASIAN,0.0
4104,MO,Missouri,N_ASIAN,0.0
4105,MS,Mississippi,N_ASIAN,-0.0
4106,MT,Montana,N_ASIAN,0.0
4107,NC,North Carolina,N_ASIAN,0.0
4108,ND,North Dakota,N_ASIAN,-0.0
4109,NE,Nebraska,N_ASIAN,0.0
4110,NH,New Hampshire,N_ASIAN,0.0
4111,NJ,New Jersey,N_ASIAN,0.0
4112,NM,New Mexico,N_ASIAN,0.0
4113,NV,Nevada,N_ASIAN,0.0
4114,NY,New York,N_ASIAN,-0.0
4115,OH,Ohio,N_ASIAN,0.0
4116,OK,Oklahoma,N_ASIAN,0.0
4117,OR,Oregon,N_ASIAN,0.0
4118,PA,Pennsylvania,N_ASIAN,-0.0
4119,RI,Rhode Island,N_ASIAN,0.0
4120,SC,South Carolina,N_ASIAN,0.0
4121,SD,South Dakota,N_ASIAN,0.0
4122,TN,Tennessee,N_ASIAN,0.0
4123,TX,Texas,N_ASIAN,0.0
4124,UT,Utah,N_ASIAN,0.0
4125,VA,Virginia,N_ASIAN,-0.0
4126,VT,Vermont,N_ASIAN,0.0
4127,WA,Washington,N_ASIAN,0.0
4128,WI,Wisconsin,N_ASIAN,0.0
4129,WV,West Virginia,N_ASIAN,-0.0
4130,WY,Wyoming,N_ASIAN,0.0
4131,AK,Alaska,N_HISP,0.0
4132,AL,Alabama,N_HISP,0.0
4133,AR,Arkansas,N_HISP,0.0
4134,AZ,Arizona,N_HISP,0.0
4135,CA,California,N_HISP,0.0
4136,CO,Colorado,N_HISP,0.0
4137,CT,Connecticut,N_HISP,0.0
4138,DC,Washington D.C.,N_HISP,0.0
4139,DE,Delaware,N_HISP,0.0
4140,FL,Florida,N_HISP,0.0
4141,GA,Georgia,N_HISP,0.0
4142,HI,Hawaii,N_HISP,0.0
4143,IA,Iowa,N_HISP,0.0
4144,ID,Idaho,N_HISP,0.0
4145,IL,Illinois,N_HISP,0.0
4146,IN,Indiana,N_HISP,0.0
4147,KS,Kansas,N_HISP,0.0
4148,KY,Kentucky,N_HISP,0.0
4149,LA,Louisiana,N_HISP,0.0
4150,MA,Massachusetts,N_HISP,0.0
4151,MD,Maryland,N_HISP,-0.0
4152,ME,Maine,N_HISP,0.0
4153,MI,Michigan,N_HISP,0.0
4154,MN,Minnesota,N_HISP,0.0
4155,MO,Missouri,N_HISP,-0.0
4156,MS,Mississippi,N_HISP,0.0
4157,MT,Montana,N_HISP,0.0
4158,NC,North Carolina,N_HISP,0.0
4159,ND,North Dakota,N_HISP,0.0
4160,NE,Nebraska,N_HISP,0.16045451106826353
4161,NH,New Hampshire,N_HISP,0.0
4162,NJ,New Jersey,N_HISP,0.0
4163,NM,New Mexico,N_HISP,0.0
4164,NV,Nevada,N_HISP,0.0
4165,NY,New York,N_HISP,0.0037025576053222884
4166,OH,Ohio,N_HISP,0.0
4167,OK,Oklahoma,N_HISP,0.0
4168,OR,Oregon,N_HISP,0.0
4169,PA,Pennsylvania,N_HISP,-0.0
4170,RI,Rhode Island,N_HISP,0.0
4171,SC,South Carolina,N_HISP,0.0
4172,SD,South Dakota,N_HISP,0.0
4173,TN,Tennessee,N_HISP,0.0
4174,TX,Texas,N_HISP,0.0
4175,UT,Utah,N_HISP,0.0
4176,VA,Virginia,N_HISP,0.0
4177,VT,Vermont,N_HISP,0.0
4178,WA,Washington,N_HISP,0.0
4179,WI,Wisconsin,N_HISP,0.0
4180,WV,West Virginia,N_HISP,0.0
4181,WY,Wyoming,N_HISP,0.0
4182,AK,Alaska,F13874,0.0
4183,AL,Alabama,F13874,-0.0
4184,AR,Arkansas,F13874,-0.0
4185,AZ,Arizona,F13874,0.0
4186,CA,California,F13874,-0.0
4187,CO,Colorado,F13874,0.0
4188,CT,Connecticut,F13874,-0.0
4189,DC,Washington D.C.,F13874,0.0
4190,DE,Delaware,F13874,0.0
4191,FL,Florida,F13874,0.0
4192,GA,Georgia,F13874,0.0
4193,HI,Hawaii,F13874,-0.0
4194,IA,Iowa,F13874,-0.0
4195,ID,Idaho,F13874,0.0
4196,IL,Illinois,F13874,0.0
4197,IN,Indiana,F13874,0.0
4198,KS,Kansas,F13874,-0.0
4199,KY,Kentucky,F13874,0.0
4200,LA,Louisiana,F13874,0.0
4201,MA,Massachusetts,F13874,-0.0
4202,MD,Maryland,F13874,0.0
4203,ME,Maine,F13874,-0.0
4204,MI,Michigan,F13874,0.0
4205,MN,Minnesota,F13874,-0.0
4206,MO,Missouri,F13874,0.0
4207,MS,Mississippi,F13874,-0.0
4208,MT,Montana,F13874,-0.0
4209,NC,North Carolina,F13874,0.0
4210,ND,North Dakota,F13874,-0.0
4211,NE,Nebraska,F13874,0.0
4212,NH,New Hampshire,F13874,0.0
4213,NJ,New Jersey,F13874,-0.0
4214,NM,New Mexico,F13874,-0.0
4215,NV,Nevada,F13874,0.0
4216,NY,New York,F13874,-0.0
4217,OH,Ohio,F13874,0.0
4218,OK,Oklahoma,F13874,-0.0
4219,OR,Oregon,F13874,-0.0
4220,PA,Pennsylvania,F13874,0.0
4221,RI,Rhode Island,F13874,-0.0
4222,SC,South Carolina,F13874,-0.0
4223,SD,South Dakota,F13874,-0.0
4224,TN,Tennessee,F13874,-0.0
4225,TX,Texas,F13874,0.0
4226,UT,Utah,F13874,0.0
4227,VA,Virginia,F13874,0.0
4228,VT,Vermont,F13874,-0.0
4229,WA,Washington,F13874,0.0
4230,WI,Wisconsin,F13874,0.0
4231,WV,West Virginia,F13874,0.0
4232,WY,Wyoming,F13874,-0.0
4233,AK,Alaska,F09721,0.0
4234,AL,Alabama,F09721,0.0
4235,AR,Arkansas,F09721,-0.0
4236,AZ,Arizona,F09721,0.0
4237,CA,California,F09721,-0.0
4238,CO,Colorado,F09721,-0.0
4239,CT,Connecticut,F09721,0.0
4240,DC,Washington D.C.,F09721,0.0
4241,DE,Delaware,F09721,-0.0
4242,FL,Florida,F09721,0.0
4243,GA,Georgia,F09721,0.0
4244,HI,Hawaii,F09721,-0.0
4245,IA,Iowa,F09721,0.0
4246,ID,Idaho,F09721,-0.0
4247,IL,Illinois,F09721,0.0
4248,IN,Indiana,F09721,-0.0
4249,KS,Kansas,F09721,0.0
4250,KY,Kentucky,F09721,0.0
4251,LA,Louisiana,F09721,0.017531663716456872
4252,MA,Massachusetts,F09721,-0.0
4253,MD,Maryland,F09721,-0.0
4254,ME,Maine,F09721,-0.0
4255,MI,Michigan,F09721,-0.0
4256,MN,Minnesota,F09721,0.0
4257,MO,Missouri,F09721,0.0
4258,MS,Mississippi,F09721,0.0
4259,MT,Montana,F09721,-0.0
4260,NC,North Carolina,F09721,0.0
4261,ND,North Dakota,F09721,0.0
4262,NE,Nebraska,F09721,0.0
4263,NH,New Hampshire,F09721,-0.0
4264,NJ,New Jersey,F09721,0.11317518405523246
4265,NM,New Mexico,F09721,0.0
4266,NV,Nevada,F09721,0.0
4267,NY,New York,F09721,-0.0
4268,OH,Ohio,F09721,-0.0
4269,OK,Oklahoma,F09721,0.0
4270,OR,Oregon,F09721,-0.0
4271,PA,Pennsylvania,F09721,0.0
4272,RI,Rhode Island,F09721,0.0
4273,SC,South Carolina,F09721,0.0
4274,SD,South Dakota,F09721,0.0
4275,TN,Tennessee,F09721,0.0
4276,TX,Texas,F09721,0.0
4277,UT,Utah,F09721,-0.0
4278,VA,Virginia,F09721,0.0
4279,VT,Vermont,F09721,0.0
4280,WA,Washington,F09721,-0.0
4281,WI,Wisconsin,F09721,-0.0
4282,WV,West Virginia,F09721,-0.0
4283,WY,Wyoming,F09721,0.08428447633817766
4284,AK,Alaska,HPSA_WHOLE,0.0
4285,AL,Alabama,HPSA_WHOLE,-0.0
4286,AR,Arkansas,HPSA_WHOLE,0.0
4287,AZ,Arizona,HPSA_WHOLE,0.0
4288,CA,California,HPSA_WHOLE,-0.0
4289,CO,Colorado,HPSA_WHOLE,-0.0
4290,CT,Connecticut,HPSA_WHOLE,-0.07875558701731394
4291,DC,Washington D.C.,HPSA_WHOLE,0.0
4292,DE,Delaware,HPSA_WHOLE,0.0
4293,FL,Florida,HPSA_WHOLE,-0.0
4294,GA,Georgia,HPSA_WHOLE,-0.0
4295,HI,Hawaii,HPSA_WHOLE,-0.0
4296,IA,Iowa,HPSA_WHOLE,0.0
4297,ID,Idaho,HPSA_WHOLE,-0.0
4298,IL,Illinois,HPSA_WHOLE,0.0
4299,IN,Indiana,HPSA_WHOLE,-0.0
4300,KS,Kansas,HPSA_WHOLE,-0.0
4301,KY,Kentucky,HPSA_WHOLE,0.0
4302,LA,Louisiana,HPSA_WHOLE,0.0
4303,MA,Massachusetts,HPSA_WHOLE,-0.00611908725137874
4304,MD,Maryland,HPSA_WHOLE,0.0
4305,ME,Maine,HPSA_WHOLE,0.0
4306,MI,Michigan,HPSA_WHOLE,-0.0
4307,MN,Minnesota,HPSA_WHOLE,-0.0
4308,MO,Missouri,HPSA_WHOLE,0.0
4309,MS,Mississippi,HPSA_WHOLE,-0.0
4310,MT,Montana,HPSA_WHOLE,0.0
4311,NC,North Carolina,HPSA_WHOLE,-0.0
4312,ND,North Dakota,HPSA_WHOLE,0.0
4313,NE,Nebraska,HPSA_WHOLE,-0.0
4314,NH,New Hampshire,HPSA_WHOLE,-0.0
4315,NJ,New Jersey,HPSA_WHOLE,0.0
4316,NM,New Mexico,HPSA_WHOLE,-0.0
4317,NV,Nevada,HPSA_WHOLE,0.0
4318,NY,New York,HPSA_WHOLE,-0.0
4319,OH,Ohio,HPSA_WHOLE,0.0
4320,OK,Oklahoma,HPSA_WHOLE,0.0
4321,OR,Oregon,HPSA_WHOLE,0.0
4322,PA,Pennsylvania,HPSA_WHOLE,-0.0
4323,RI,Rhode Island,HPSA_WHOLE,-0.0
4324,SC,South Carolina,HPSA_WHOLE,-0.0
4325,SD,South Dakota,HPSA_WHOLE,0.0
4326,TN,Tennessee,HPSA_WHOLE,-0.0
4327,TX,Texas,HPSA_WHOLE,0.0
4328,UT,Utah,HPSA_WHOLE,-0.0
4329,VA,Virginia,HPSA_WHOLE,-0.0
4330,VT,Vermont,HPSA_WHOLE,-0.0
4331,WA,Washington,HPSA_WHOLE,0.0
4332,WI,Wisconsin,HPSA_WHOLE,0.0
4333,WV,West Virginia,HPSA_WHOLE,-0.0
4334,WY,Wyoming,HPSA_WHOLE,0.0
4335,AK,Alaska,HPSA_PART,-0.0
4336,AL,Alabama,HPSA_PART,-0.0
4337,AR,Arkansas,HPSA_PART,-0.0
4338,AZ,Arizona,HPSA_PART,-0.0
4339,CA,California,HPSA_PART,0.0
4340,CO,Colorado,HPSA_PART,0.0
4341,CT,Connecticut,HPSA_PART,1.2335811384723964e-17
4342,DC,Washington D.C.,HPSA_PART,0.0
4343,DE,Delaware,HPSA_PART,-0.0
4344,FL,Florida,HPSA_PART,0.0
4345,GA,Georgia,HPSA_PART,-0.0
4346,HI,Hawaii,HPSA_PART,0.0
4347,IA,Iowa,HPSA_PART,0.0
4348,ID,Idaho,HPSA_PART,0.0
4349,IL,Illinois,HPSA_PART,-0.0
4350,IN,Indiana,HPSA_PART,0.01760952962181787
4351,KS,Kansas,HPSA_PART,0.0
4352,KY,Kentucky,HPSA_PART,0.0
4353,LA,Louisiana,HPSA_PART,-0.0
4354,MA,Massachusetts,HPSA_PART,1.550787716936726e-16
4355,MD,Maryland,HPSA_PART,0.0
4356,ME,Maine,HPSA_PART,-0.0
4357,MI,Michigan,HPSA_PART,0.0
4358,MN,Minnesota,HPSA_PART,0.0
4359,MO,Missouri,HPSA_PART,-0.0
4360,MS,Mississippi,HPSA_PART,-0.0
4361,MT,Montana,HPSA_PART,0.0
4362,NC,North Carolina,HPSA_PART,0.0
4363,ND,North Dakota,HPSA_PART,-0.0
4364,NE,Nebraska,HPSA_PART,0.0
4365,NH,New Hampshire,HPSA_PART,0.0
4366,NJ,New Jersey,HPSA_PART,0.017138033345663484
4367,NM,New Mexico,HPSA_PART,0.0
4368,NV,Nevada,HPSA_PART,-0.0
4369,NY,New York,HPSA_PART,-0.0
4370,OH,Ohio,HPSA_PART,0.0
4371,OK,Oklahoma,HPSA_PART,-0.0
4372,OR,Oregon,HPSA_PART,-0.0
4373,PA,Pennsylvania,HPSA_PART,0.0
4374,RI,Rhode Island,HPSA_PART,-0.0
4375,SC,South Carolina,HPSA_PART,0.0
4376,SD,South Dakota,HPSA_PART,0.0
4377,TN,Tennessee,HPSA_PART,0.0
4378,TX,Texas,HPSA_PART,-0.0
4379,UT,Utah,HPSA_PART,0.0
4380,VA,Virginia,HPSA_PART,0.0
4381,VT,Vermont,HPSA_PART,0.0
4382,WA,Washington,HPSA_PART,-0.0
4383,WI,Wisconsin,HPSA_PART,-0.0
4384,WV,West Virginia,HPSA_PART,0.0
4385,WY,Wyoming,HPSA_PART,-0.0
4386,AK,Alaska,RURAL,-0.0
4387,AL,Alabama,RURAL,-0.0
4388,AR,Arkansas,RURAL,0.0
4389,AZ,Arizona,RURAL,0.0
4390,CA,California,RURAL,-0.0
4391,CO,Colorado,RURAL,-0.0
4392,CT,Connecticut,RURAL,0.0
4393,DC,Washington D.C.,RURAL,0.0
4394,DE,Delaware,RURAL,0.0
4395,FL,Florida,RURAL,-0.0
4396,GA,Georgia,RURAL,-0.0
4397,HI,Hawaii,RURAL,0.0
4398,IA,Iowa,RURAL,0.0
4399,ID,Idaho,RURAL,-0.0
4400,IL,Illinois,RURAL,0.0
4401,IN,Indiana,RURAL,-0.0
4402,KS,Kansas,RURAL,-0.0
4403,KY,Kentucky,RURAL,-0.0
4404,LA,Louisiana,RURAL,-0.0
4405,MA,Massachusetts,RURAL,0.0
4406,MD,Maryland,RURAL,0.0
4407,ME,Maine,RURAL,0.0
4408,MI,Michigan,RURAL,-0.0
4409,MN,Minnesota,RURAL,0.0
4410,MO,Missouri,RURAL,-0.0
4411,MS,Mississippi,RURAL,0.0
4412,MT,Montana,RURAL,-0.0
4413,NC,North Carolina,RURAL,-0.0
4414,ND,North Dakota,RURAL,-0.0
4415,NE,Nebraska,RURAL,-0.0
4416,NH,New Hampshire,RURAL,0.0
4417,NJ,New Jersey,RURAL,0.0
4418,NM,New Mexico,RURAL,-0.0
4419,NV,Nevada,RURAL,-0.0
4420,NY,New York,RURAL,0.0
4421,OH,Ohio,RURAL,0.0
4422,OK,Oklahoma,RURAL,-0.0
4423,OR,Oregon,RURAL,-0.0
4424,PA,Pennsylvania,RURAL,-0.0
4425,RI,Rhode Island,RURAL,0.0
4426,SC,South Carolina,RURAL,0.0
4427,SD,South Dakota,RURAL,-0.0
4428,TN,Tennessee,RURAL,-0.0
4429,TX,Texas,RURAL,-0.0
4430,UT,Utah,RURAL,-0.0
4431,VA,Virginia,RURAL,0.0
4432,VT,Vermont,RURAL,0.0
4433,WA,Washington,RURAL,0.0
4434,WI,Wisconsin,RURAL,-0.0
4435,WV,West Virginia,RURAL,-0.0
4436,WY,Wyoming,RURAL,-0.0
4437,AK,Alaska,METRO,0.0
4438,AL,Alabama,METRO,0.0
4439,AR,Arkansas,METRO,0.013750517473961313
4440,AZ,Arizona,METRO,0.0
4441,CA,California,METRO,0.0
4442,CO,Colorado,METRO,0.0
4443,CT,Connecticut,METRO,-0.0
4444,DC,Washington D.C.,METRO,0.0
4445,DE,Delaware,METRO,0.0
4446,FL,Florida,METRO,0.0
4447,GA,Georgia,METRO,0.0
4448,HI,Hawaii,METRO,0.0
4449,IA,Iowa,METRO,0.0
4450,ID,Idaho,METRO,0.0
4451,IL,Illinois,METRO,0.0
4452,IN,Indiana,METRO,0.0
4453,KS,Kansas,METRO,0.0
4454,KY,Kentucky,METRO,0.0
4455,LA,Louisiana,METRO,-0.0
4456,MA,Massachusetts,METRO,0.0
4457,MD,Maryland,METRO,0.0
4458,ME,Maine,METRO,0.0
4459,MI,Michigan,METRO,0.0
4460,MN,Minnesota,METRO,0.0
4461,MO,Missouri,METRO,0.0
4462,MS,Mississippi,METRO,-0.0
4463,MT,Montana,METRO,0.0
4464,NC,North Carolina,METRO,0.0015009535589817701
4465,ND,North Dakota,METRO,0.09729925287664051
4466,NE,Nebraska,METRO,0.0
4467,NH,New Hampshire,METRO,0.013886721922223153
4468,NJ,New Jersey,METRO,0.0
4469,NM,New Mexico,METRO,0.0
4470,NV,Nevada,METRO,0.0
4471,NY,New York,METRO,0.0
4472,OH,Ohio,METRO,0.0
4473,OK,Oklahoma,METRO,0.0
4474,OR,Oregon,METRO,0.0
4475,PA,Pennsylvania,METRO,0.0
4476,RI,Rhode Island,METRO,0.0
4477,SC,South Carolina,METRO,0.0
4478,SD,South Dakota,METRO,0.0
4479,TN,Tennessee,METRO,0.0
4480,TX,Texas,METRO,0.0
4481,UT,Utah,METRO,0.0
4482,VA,Virginia,METRO,-0.0
4483,VT,Vermont,METRO,0.0
4484,WA,Washington,METRO,0.0
4485,WI,Wisconsin,METRO,0.0
4486,WV,West Virginia,METRO,0.0
4487,WY,Wyoming,METRO,0.0
4488,AK,Alaska,NONMETRO,-0.0
4489,AL,Alabama,NONMETRO,0.0
4490,AR,Arkansas,NONMETRO,-0.004578152147682431
4491,AZ,Arizona,NONMETRO,-0.0
4492,CA,California,NONMETRO,-0.0
4493,CO,Colorado,NONMETRO,-0.0
4494,CT,Connecticut,NONMETRO,0.0
4495,DC,Washington D.C.,NONMETRO,0.0
4496,DE,Delaware,NONMETRO,-0.0
4497,FL,Florida,NONMETRO,-0.0
4498,GA,Georgia,NONMETRO,-0.0
4499,HI,Hawaii,NONMETRO,-0.0
4500,IA,Iowa,NONMETRO,-0.0
4501,ID,Idaho,NONMETRO,-0.0
4502,IL,Illinois,NONMETRO,-0.0
4503,IN,Indiana,NONMETRO,-0.0
4504,KS,Kansas,NONMETRO,0.0
4505,KY,Kentucky,NONMETRO,0.0
4506,LA,Louisiana,NONMETRO,0.0
4507,MA,Massachusetts,NONMETRO,-0.0
4508,MD,Maryland,NONMETRO,-0.0
4509,ME,Maine,NONMETRO,-0.0
4510,MI,Michigan,NONMETRO,-0.0
4511,MN,Minnesota,NONMETRO,-0.0
4512,MO,Missouri,NONMETRO,-0.0
4513,MS,Mississippi,NONMETRO,-0.0
4514,MT,Montana,NONMETRO,0.0
4515,NC,North Carolina,NONMETRO,-0.0
4516,ND,North Dakota,NONMETRO,-0.0
4517,NE,Nebraska,NONMETRO,0.0
4518,NH,New Hampshire,NONMETRO,-0.00859414882476348
4519,NJ,New Jersey,NONMETRO,0.0
4520,NM,New Mexico,NONMETRO,-0.0
4521,NV,Nevada,NONMETRO,-0.0
4522,NY,New York,NONMETRO,-0.0
4523,OH,Ohio,NONMETRO,-0.0
4524,OK,Oklahoma,NONMETRO,-0.0
4525,OR,Oregon,NONMETRO,-0.0
4526,PA,Pennsylvania,NONMETRO,-0.0
4527,RI,Rhode Island,NONMETRO,0.0
4528,SC,South Carolina,NONMETRO,-0.0
4529,SD,South Dakota,NONMETRO,-0.0
4530,TN,Tennessee,NONMETRO,-0.0
4531,TX,Texas,NONMETRO,-0.0
4532,UT,Utah,NONMETRO,-0.0
4533,VA,Virginia,NONMETRO,0.0
4534,VT,Vermont,NONMETRO,-0.0
4535,WA,Washington,NONMETRO,-0.0
4536,WI,Wisconsin,NONMETRO,-0.0
4537,WV,West Virginia,NONMETRO,-0.0
4538,WY,Wyoming,NONMETRO,0.0
4539,AK,Alaska,OP_VISITS,0.0
4540,AL,Alabama,OP_VISITS,-0.0
4541,AR,Arkansas,OP_VISITS,0.0
4542,AZ,Arizona,OP_VISITS,0.0
4543,CA,California,OP_VISITS,0.0
4544,CO,Colorado,OP_VISITS,0.0
4545,CT,Connecticut,OP_VISITS,0.0
4546,DC,Washington D.C.,OP_VISITS,0.0
4547,DE,Delaware,OP_VISITS,0.0
4548,FL,Florida,OP_VISITS,-0.0
4549,GA,Georgia,OP_VISITS,-0.0
4550,HI,Hawaii,OP_VISITS,0.0
4551,IA,Iowa,OP_VISITS,0.0
4552,ID,Idaho,OP_VISITS,0.0
4553,IL,Illinois,OP_VISITS,0.0
4554,IN,Indiana,OP_VISITS,0.0
4555,KS,Kansas,OP_VISITS,0.0
4556,KY,Kentucky,OP_VISITS,0.0
4557,LA,Louisiana,OP_VISITS,-0.0
4558,MA,Massachusetts,OP_VISITS,0.0
4559,MD,Maryland,OP_VISITS,0.0
4560,ME,Maine,OP_VISITS,0.0
4561,MI,Michigan,OP_VISITS,0.0
4562,MN,Minnesota,OP_VISITS,0.0
4563,MO,Missouri,OP_VISITS,-0.0
4564,MS,Mississippi,OP_VISITS,-0.0
4565,MT,Montana,OP_VISITS,0.0
4566,NC,North Carolina,OP_VISITS,0.0
4567,ND,North Dakota,OP_VISITS,0.0
4568,NE,Nebraska,OP_VISITS,0.0
4569,NH,New Hampshire,OP_VISITS,-0.0
4570,NJ,New Jersey,OP_VISITS,-0.0
4571,NM,New Mexico,OP_VISITS,0.0
4572,NV,Nevada,OP_VISITS,0.0
4573,NY,New York,OP_VISITS,0.0
4574,OH,Ohio,OP_VISITS,0.0
4575,OK,Oklahoma,OP_VISITS,0.0
4576,OR,Oregon,OP_VISITS,0.0
4577,PA,Pennsylvania,OP_VISITS,0.0
4578,RI,Rhode Island,OP_VISITS,0.0
4579,SC,South Carolina,OP_VISITS,-0.0
4580,SD,South Dakota,OP_VISITS,0.07885121987408657
4581,TN,Tennessee,OP_VISITS,0.0
4582,TX,Texas,OP_VISITS,0.0
4583,UT,Utah,OP_VISITS,0.0
4584,VA,Virginia,OP_VISITS,0.0
4585,VT,Vermont,OP_VISITS,0.0
4586,WA,Washington,OP_VISITS,0.0
4587,WI,Wisconsin,OP_VISITS,0.0
4588,WV,West Virginia,OP_VISITS,0.0
4589,WY,Wyoming,OP_VISITS,0.0
4590,AK,Alaska,CANCER_DEATHS,0.0
4591,AL,Alabama,CANCER_DEATHS,0.0
4592,AR,Arkansas,CANCER_DEATHS,0.0
4593,AZ,Arizona,CANCER_DEATHS,0.002759499883117879
4594,CA,California,CANCER_DEATHS,0.0
4595,CO,Colorado,CANCER_DEATHS,0.0
4596,CT,Connecticut,CANCER_DEATHS,0.0
4597,DC,Washington D.C.,CANCER_DEATHS,-0.0
4598,DE,Delaware,CANCER_DEATHS,0.0
4599,FL,Florida,CANCER_DEATHS,0.0
4600,GA,Georgia,CANCER_DEATHS,0.0
4601,HI,Hawaii,CANCER_DEATHS,0.0
4602,IA,Iowa,CANCER_DEATHS,0.0
4603,ID,Idaho,CANCER_DEATHS,0.0
4604,IL,Illinois,CANCER_DEATHS,0.0
4605,IN,Indiana,CANCER_DEATHS,0.0
4606,KS,Kansas,CANCER_DEATHS,0.0
4607,KY,Kentucky,CANCER_DEATHS,0.0
4608,LA,Louisiana,CANCER_DEATHS,0.0
4609,MA,Massachusetts,CANCER_DEATHS,0.0
4610,MD,Maryland,CANCER_DEATHS,0.0
4611,ME,Maine,CANCER_DEATHS,0.0
4612,MI,Michigan,CANCER_DEATHS,0.0
4613,MN,Minnesota,CANCER_DEATHS,0.0
4614,MO,Missouri,CANCER_DEATHS,0.0
4615,MS,Mississippi,CANCER_DEATHS,0.0
4616,MT,Montana,CANCER_DEATHS,0.0
4617,NC,North Carolina,CANCER_DEATHS,0.0
4618,ND,North Dakota,CANCER_DEATHS,0.0
4619,NE,Nebraska,CANCER_DEATHS,0.0
4620,NH,New Hampshire,CANCER_DEATHS,0.0
4621,NJ,New Jersey,CANCER_DEATHS,0.0
4622,NM,New Mexico,CANCER_DEATHS,0.0
4623,NV,Nevada,CANCER_DEATHS,0.0
4624,NY,New York,CANCER_DEATHS,0.0
4625,OH,Ohio,CANCER_DEATHS,0.0
4626,OK,Oklahoma,CANCER_DEATHS,0.0
4627,OR,Oregon,CANCER_DEATHS,0.0
4628,PA,Pennsylvania,CANCER_DEATHS,0.0
4629,RI,Rhode Island,CANCER_DEATHS,0.0
4630,SC,South Carolina,CANCER_DEATHS,0.0
4631,SD,South Dakota,CANCER_DEATHS,0.0
4632,TN,Tennessee,CANCER_DEATHS,0.0
4633,TX,Texas,CANCER_DEATHS,0.0
4634,UT,Utah,CANCER_DEATHS,0.0
4635,VA,Virginia,CANCER_DEATHS,0.0
4636,VT,Vermont,CANCER_DEATHS,0.0
4637,WA,Washington,CANCER_DEATHS,0.0
4638,WI,Wisconsin,CANCER_DEATHS,0.0
4639,WV,West Virginia,CANCER_DEATHS,0.0
4640,WY,Wyoming,CANCER_DEATHS,0.0
4641,AK,Alaska,SHIP_COUNT,0.0
4642,AL,Alabama,SHIP_COUNT,0.0
4643,AR,Arkansas,SHIP_COUNT,0.0
4644,AZ,Arizona,SHIP_COUNT,0.0
4645,CA,California,SHIP_COUNT,0.25777782937992566
4646,CO,Colorado,SHIP_COUNT,0.0
4647,CT,Connecticut,SHIP_COUNT,0.0
4648,DC,Washington D.C.,SHIP_COUNT,0.0
4649,DE,Delaware,SHIP_COUNT,0.0
4650,FL,Florida,SHIP_COUNT,0.0
4651,GA,Georgia,SHIP_COUNT,0.0
4652,HI,Hawaii,SHIP_COUNT,0.07517965851753622
4653,IA,Iowa,SHIP_COUNT,0.0
4654,ID,Idaho,SHIP_COUNT,0.0
4655,IL,Illinois,SHIP_COUNT,0.0
4656,IN,Indiana,SHIP_COUNT,0.0
4657,KS,Kansas,SHIP_COUNT,0.0
4658,KY,Kentucky,SHIP_COUNT,0.0
4659,LA,Louisiana,SHIP_COUNT,0.0
4660,MA,Massachusetts,SHIP_COUNT,0.0
4661,MD,Maryland,SHIP_COUNT,0.0
4662,ME,Maine,SHIP_COUNT,-0.0
4663,MI,Michigan,SHIP_COUNT,0.0
4664,MN,Minnesota,SHIP_COUNT,0.3360020254404211
4665,MO,Missouri,SHIP_COUNT,0.24269145477759013
4666,MS,Mississippi,SHIP_COUNT,0.0
4667,MT,Montana,SHIP_COUNT,0.0
