"","State.Abbv","X","COEFF USDA Rural-Urban Continuum Code ","COEFF Healthcare Professional Shortage Area (Primary Care) ","COEFF # of nurse practitioners with National Provider Identifiers (NPI) ","COEFF # of home health agencies ","COEFF # of hospices ","COEFF % Black ","COEFF % Hispanic ","COEFF Veteran population estimate ","COEFF # eligible for Medicare ","COEFF Unemployment rate for ages 16+ ","COEFF # of medical doctors female  ","COEFF # of medical doctors under age 35 ","COEFF # of medical doctors aged 35-44 ","COEFF # of medical doctors aged 45-54 ","COEFF # of medical doctors aged 65-74 ","COEFF # of medical doctors aged 75+ ","COEFF # of medical specialists under age 35 ","COEFF # of medical specialists aged 35-44 ","COEFF # of medical specialists aged 55-64 ","COEFF # of medical specialists aged 65-74 ","COEFF # of medical specialists aged 75+ ","COEFF # of dentists under age 35 ","COEFF # of dentists aged 35-44 ","COEFF # of dentists aged 45-54 ","COEFF # of dentists aged 55-64 ","COEFF # of dentists aged 65+ ","COEFF # of hospital beds ","COEFF # of short-term general hospital beds ","COEFF # of short-term non-general hospital beds ","COEFF # of long-term hospital beds ","COEFF # of licensed hospital-based nursing home beds ","COEFF # of inpatient days including homes and hospitals  ","COEFF # of outpatient visits in short-term general hospitals ","COEFF # of outpatient visits in short-term non-general hospitals ","COEFF # of outpatient visits in long-term hospitals ","COEFF # of outpatient visits in Veterans Affairs hospitals ","COEFF Actual per capita Medicare cost ","COEFF Total Caucasian male population estimate ","COEFF Total Caucasian female population estimate ","COEFF Total Black male population estimate ","COEFF Total Black female population estimate ","COEFF Total Asian male population estimate ","COEFF Total Asian Female population estimate ","COEFF Total Hispanic male population estimate ","COEFF Total Hispanic female population estimate ","COEFF # of Medicare enrollees ","COEFF # of deaths any cause  ","COEFF Median household income ","COEFF % under age 65 without health insurance ","COEFF % aged 25+ with 4+ years of college ","COEFF % employed in manufacturing ","COEFF # dually eligible for Medicare & Medicaid ","COEFF # of males aged 20-24 ","COEFF # of males aged 25-29 ","COEFF # of males aged 30-34 ","COEFF # of females aged 30-34 ","COEFF # of males aged 45-54 ","COEFF # of males aged 55-59 ","COEFF # of females aged 55-59 ","COEFF # of males aged 60-64 ","COEFF # of males aged 65-74 ","COEFF # of females aged 65-74 ","COEFF # of males aged 75-84 ","COEFF # of males aged 85+ ","COEFF # of females aged 85+ ","COEFF Median age ","COEFF Total Black population ","COEFF Total Asian population ","COEFF Total Hispanic population ","COEFF Total land area ","COEFF Healthcare professional shortage area - whole county ","COEFF Healthcare professional shortage area - partial county ","COEFF Rural indicator ","COEFF Metropolitan indicator ","COEFF Nonmetropolitan indicator ","COEFF # of outpatient visits total  ","COEFF # of cancer-related deaths - imputed  ","COEFF Total number of opioid shipments ","COEFF Total number of opioid pills distributed ","COEFF Per capita opioid pill volume ","COEFF Outpatient visits per capita ","COEFF Inpatient days per capita ","COEFF % male ","COEFF % Caucasian ","COEFF % Black ","COEFF % Asian ","COEFF % other race ","COEFF % Hispanic ","COEFF % eligible for Medicare ","COEFF Population density in hundreds  ","COEFF % dual-eligible for Medicare & Medicaid ","COEFF % aged 25 to 34 ","COEFF % aged 35 to 44 ","COEFF % aged 45 to 54 ","COEFF % aged 55 to 64 ","COEFF % aged 65 to 74 ","COEFF % aged 75 to 84 ","COEFF % aged 85+ ","COEFF % of population who are veterans ","COEFF Nurse practitioners per 100000 residents  ","COEFF Medical doctors aged <35 per 100000 residents  ","COEFF Medical doctors aged 35 to 44 per 100000 residents  ","COEFF Medical doctors aged 45 to 54 per 100000 residents  ","COEFF Medical doctors aged 55 to 64 per 100000 residents  ","COEFF Medical doctors aged 65 to 74 per 100000 residents  ","COEFF Medical doctors aged 75+ per 100000 residents  ","COEFF Medical specialists aged <35 per 100000 residents  ","COEFF Medical specialists aged 35 to 44 per 100000 residents  ","COEFF Medical specialists aged 45 to 54 per 100000 residents  ","COEFF Medical specialists aged 65 to 74 per 100000 residents  ","COEFF Medical specialists aged 75+ per 100000 residents  ","COEFF Dentists aged <35 per 100000 residents  ","COEFF Dentists aged 35 to 44 per 100000 residents  ","COEFF Dentists aged 45 to 54 per 100000 residents  ","COEFF Dentists aged 55 to 64 per 100000 residents  ","COEFF Dentists aged 65+ per 100000 residents  ","COEFF Medical doctors per 100000 residents  ","COEFF Specialists per 100000 residents  ","COEFF % aged 25 to 44 ","COEFF % aged 45 to 64 ","COEFF % aged 65+ ","COEFF Crude opiod-related death rate - imputed  ","COEFF Crude cancer-related death rate - imputed  ","COEFF Nurse practitioner prescribing authority ","COEFF Presription drug monitoring programs (PDMP) ","State","RANK USDA Rural-Urban Continuum Code ","RANK Healthcare Professional Shortage Area (Primary Care) ","RANK # of nurse practitioners with National Provider Identifiers (NPI) ","RANK # of home health agencies ","RANK # of hospices ","RANK % Black ","RANK % Hispanic ","RANK Veteran population estimate ","RANK # eligible for Medicare ","RANK Unemployment rate for ages 16+ ","RANK # of medical doctors female  ","RANK # of medical doctors under age 35 ","RANK # of medical doctors aged 35-44 ","RANK # of medical doctors aged 45-54 ","RANK # of medical doctors aged 65-74 ","RANK # of medical doctors aged 75+ ","RANK # of medical specialists under age 35 ","RANK # of medical specialists aged 35-44 ","RANK # of medical specialists aged 55-64 ","RANK # of medical specialists aged 65-74 ","RANK # of medical specialists aged 75+ ","RANK # of dentists under age 35 ","RANK # of dentists aged 35-44 ","RANK # of dentists aged 45-54 ","RANK # of dentists aged 55-64 ","RANK # of dentists aged 65+ ","RANK # of hospital beds ","RANK # of short-term general hospital beds ","RANK # of short-term non-general hospital beds ","RANK # of long-term hospital beds ","RANK # of licensed hospital-based nursing home beds ","RANK # of inpatient days including homes and hospitals  ","RANK # of outpatient visits in short-term general hospitals ","RANK # of outpatient visits in short-term non-general hospitals ","RANK # of outpatient visits in long-term hospitals ","RANK # of outpatient visits in Veterans Affairs hospitals ","RANK Actual per capita Medicare cost ","RANK Total Caucasian male population estimate ","RANK Total Caucasian female population estimate ","RANK Total Black male population estimate ","RANK Total Black female population estimate ","RANK Total Asian male population estimate ","RANK Total Asian Female population estimate ","RANK Total Hispanic male population estimate ","RANK Total Hispanic female population estimate ","RANK # of Medicare enrollees ","RANK # of deaths any cause  ","RANK Median household income ","RANK % under age 65 without health insurance ","RANK % aged 25+ with 4+ years of college ","RANK % employed in manufacturing ","RANK # dually eligible for Medicare & Medicaid ","RANK # of males aged 20-24 ","RANK # of males aged 25-29 ","RANK # of males aged 30-34 ","RANK # of females aged 30-34 ","RANK # of males aged 45-54 ","RANK # of males aged 55-59 ","RANK # of females aged 55-59 ","RANK # of males aged 60-64 ","RANK # of males aged 65-74 ","RANK # of females aged 65-74 ","RANK # of males aged 75-84 ","RANK # of males aged 85+ ","RANK # of females aged 85+ ","RANK Median age ","RANK Total Black population ","RANK Total Asian population ","RANK Total Hispanic population ","RANK Total land area ","RANK Healthcare professional shortage area - whole county ","RANK Healthcare professional shortage area - partial county ","RANK Rural indicator ","RANK Metropolitan indicator ","RANK Nonmetropolitan indicator ","RANK # of outpatient visits total  ","RANK # of cancer-related deaths - imputed  ","RANK Total number of opioid shipments ","RANK Total number of opioid pills distributed ","RANK Per capita opioid pill volume ","RANK Outpatient visits per capita ","RANK Inpatient days per capita ","RANK % male ","RANK % Caucasian ","RANK % Black .1","RANK % Asian ","RANK % other race ","RANK % Hispanic .1","RANK % eligible for Medicare ","RANK Population density in hundreds  ","RANK % dual-eligible for Medicare & Medicaid ","RANK % aged 25 to 34 ","RANK % aged 35 to 44 ","RANK % aged 45 to 54 ","RANK % aged 55 to 64 ","RANK % aged 65 to 74 ","RANK % aged 75 to 84 ","RANK % aged 85+ ","RANK % of population who are veterans ","RANK Nurse practitioners per 100000 residents  ","RANK Medical doctors aged <35 per 100000 residents  ","RANK Medical doctors aged 35 to 44 per 100000 residents  ","RANK Medical doctors aged 45 to 54 per 100000 residents  ","RANK Medical doctors aged 55 to 64 per 100000 residents  ","RANK Medical doctors aged 65 to 74 per 100000 residents  ","RANK Medical doctors aged 75+ per 100000 residents  ","RANK Medical specialists aged <35 per 100000 residents  ","RANK Medical specialists aged 35 to 44 per 100000 residents  ","RANK Medical specialists aged 45 to 54 per 100000 residents  ","RANK Medical specialists aged 65 to 74 per 100000 residents  ","RANK Medical specialists aged 75+ per 100000 residents  ","RANK Dentists aged <35 per 100000 residents  ","RANK Dentists aged 35 to 44 per 100000 residents  ","RANK Dentists aged 45 to 54 per 100000 residents  ","RANK Dentists aged 55 to 64 per 100000 residents  ","RANK Dentists aged 65+ per 100000 residents  ","RANK Medical doctors per 100000 residents  ","RANK Specialists per 100000 residents  ","RANK % aged 25 to 44 ","RANK % aged 45 to 64 ","RANK % aged 65+ ","RANK Crude opiod-related death rate - imputed  ","RANK Crude cancer-related death rate - imputed  ","RANK Nurse practitioner prescribing authority ","RANK Presription drug monitoring programs (PDMP) "
"11","GA",10,0,0,0.16784856441392,0,0,0,0,0,0.438421112343764,0,0,0,0,0,0,0,0,0,0,0.208764197522585,0,0,0,0,0,0,0,0,-0.0629464772888737,0,0,0,0,-0.0462002371043572,0,0,0,0,0.0474889159049855,0,0,0,0.0903417040126846,0,0,0,0,0.0534121704967389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330200848171017,0,-0.0165580070033125,0,-0.0358510638895936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121097904052227,0,0,0,"Georgia","NA","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","5","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA"
"12","HI",11,-0.0838541249647907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141264025385719,0,0.145359097106291,0,0,0,0.169283512591825,0,0,0,0,0.279466873056063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028605553197695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749080251363689,0,-0.0383864296617712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065770663380674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hawaii","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","3","NA","NA","NA","2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"13","IA",12,0,0,0,0.0246140664177253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473130539331735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008326440392739,0,0,0,0,0,0,0,0,0.223215030410991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469022906114249,0,0,0,0,0,0,0,0,0,0,0.227810524580985,0,0,0.0149833405383478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696009959008226,0,0,0,"Iowa","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","2","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA"
"14","ID",13,0,0,0,0,0,0,0,0,0,0,0,0.0386715602160183,0,0,0.339177774849974,0,0,0,0.0616834494348011,0,0,0,0,0,0.0822815457665744,0,0,0,0,0,0,0.0948203292044837,0,0,0,0.198843024600143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920108801426088,0,0,0,0.0205311621364625,0,0,0,0,0,0.0194583267494475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012846159217146,0.0203542329170389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207067298586326,0,0,0,"Idaho","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","1","NA","NA","NA","6","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","9","NA","NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","NA"
"15","IL",14,0,0,0.459599133325227,0,0,0,0,0,0,0,0,0,0,0,0,0.0635467855570202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496518271328039,0,0,0,0,0,0,0,0,0.0474381473038356,0,0,0,0,0,0,0.108505104279932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266136243190159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Illinois","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16","IN",15,-0.0129420735042203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16909736816866,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324749262149673,0,0,0,0,0,0,0,0,0,0,0.00612655582726894,0,0,0,0,0,0.266775943043392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400967697513863,0,0,0,0,0,0,0,0,0,0,0.0673943343358606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143235532841801,0,0,0,0,0,0,0,0,0,0,0,0.143315643996321,0,0,0,"Indiana","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA"
"17","KS",16,-0.0444156138740115,0,0,0,0.000800121480430547,0,0,0,0.0987465881381304,0,0,0,0,0,0.232307687637321,0,0,0,0,0,0,0,0,0,0.107347741607492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377965692618178,0,0,0,0,0,0,0,0,0,-0.01124164532211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125286300019091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997435111473901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298863310963697,0,0,0,0,0,0,"Kansas","NA","NA","NA","NA","8","NA","NA","NA","5","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA"
"18","KY",17,0,0,0.121463591798452,0.033966862681649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230283145705147,0,0,0,0,-0.00305941723281267,0,0,0,0,0,0,0,0,0,0.193879394584416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205834460676979,0,0,-0.00229004583507101,0,0,0,0,0,0.171320240627858,0,0,0,0,0,0,0,0,0,0,0.491545005988316,0,0,0,-0.00522590774268311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166756972651006,0,0.216526409379638,0,0,0,"Kentucky","NA","NA","5","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA"
"19","LA",18,-0.00130151109193574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464951439577547,0,0,0,0,0,0,0,0,0,0,-0.00500298699145546,0,-0.0855165094460699,0,0,0,0,0.382073499546455,0,0,0,0,0,0.448067247252672,0,0,0,0,0,0.0114264786502285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411961492108451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118434993647511,0,0,0,0,0,0,0,0,0,0,0,0.0117811316246672,0,0,0,0,0.0541421828372158,0,0,0,0.00883486491179453,0.0458611005034774,0,0,0,0,0,0,0,0.323688184039859,0,0,0,"Louisiana","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","4","NA","NA","NA","9","6","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA"
"20","MA",19,-0.116618669686931,0.0682055222334427,0,0.530097127254821,0,0,0,0,0,-0.0123069045549308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134626792191227,0,0.0103409141981573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205414248964204,1.67767034832246e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912847108817059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103850036524072,-0.000562496634694055,0,0,0,0,0,0.327673087693806,0,0,0,"Massachusetts","NA","4","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA"
"21","MD",20,0,0,0.456678965609919,0,0,0,-0.0158288890936508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121997687639615,0,0,0,0,0,0,0,-0.0545180364211065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401681514404997,0,0,0,0,0,0.000595330098049791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210898933982031,0,0,0,"Maryland","NA","NA","1","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",0.000595330098049791,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA"
"22","ME",21,0,0,0,0,0,0,0,0,0.473108606392762,0,0,0,0,0,0.0350770206810884,0,0,0,0,0,0,0.0639749289653801,0,0,0,0.107700445252369,0,0,0,0,0,0,0.047300733368951,0,0,0,0,0,0,0,0,0,0,0,0,0.158420136503654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154731573924422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031988375530121,-0.0101652275312088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01783374952332,0,0,0,0,0,0,0.288429527241188,-0.0227085522501995,0,0,"Maine","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA"
"23","MI",22,-0.0187769458691856,0,0.0694510502641237,-0.0271366800349441,-0.175801951789067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123266870895883,0,0,0.0873066832711131,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292809378561284,0,0,0,0,0,0,0,0,0,0,0,0,0.590573098686543,0,0,0,0,0,0,0,0,0,0,0.219027470747811,0,0,0,0,0,-0.00937778090661858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105390647842306,0,0,0,"Michigan","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",0,"NA","NA",0,"NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA"
