,State Abbv,F00020,F09787,F14642,F13214,F13220,F11984,F11396,F13191,F06795,F04820,F04821,F04904,F04905,F04906,F04907,F12016,F12017,F04916,F04917,F04918,F04919,F12034,F12035,F10498,F11318,F11319,F13176,F10505,F08921,F08922,F08923,F08924,F14045,F09545,F09566,F09567,F09568,F09571,F15297,F13906,F13907,F13908,F13909,F13910,F13911,F13914,F13915,F13920,F13921,F15549,F12558,F09781,F13226,F13321,F15474,F14482,F14587,F14206,F06712,F06713,F06714,F06715,F06716,F06717,F06718,F06719,F06720,F06721,F06722,F06723,F06724,F06725,F06726,F06727,F11640,F11641,F11642,F11643,F13483,N_BLACK,N_ASIAN,N_HISP,F13874,F09721,HPSA_WHOLE,HPSA_PART,RURAL,METRO,NONMETRO,OP_VISITS,CANCER_DEATHS,SHIP_COUNT,DOSAGE_UNIT,OP_PC,IP_PC,PCT_MEN,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_OTHER,PCT_HISP,PCT_MEDICARE,ARF_CDR,POP_DENSITY,PCT_DUALS,PCT_25T34,PCT_35T44,PCT_45T54,PCT_55T64,PCT_65T74,PCT_75T84,PCT_85PLUS,PCT_VETS,NP_PC,MD_LT35_PC,MD_35T44_PC,MD_45T54_PC,MD_55T64_PC,MD_65T74_PC,MD_75PLUS_PC,SPEC_LT35_PC,SPEC_35T44_PC,SPEC_45T54_PC,SPEC_55T64_PC,SPEC_65T74_PC,SPEC_75PLUS_PC,DENTISTS_LT35_PC,DENTISTS_35T44_PC,DENTISTS_45T54_PC,DENTISTS_55T64_PC,DENTISTS_65PLUS_PC,MD_PC,SPEC_PC,PCT_25T44,PCT_45T64,PCT_65PLUS,EXP_EARLY,CANCER_CDR,NP_RX,PDMP_REQ_CHECK,State
10,GA,0.0,0.0,-0.0,-0.004351508145202282,-0.17217249163143825,-0.0,-0.0,-0.019863579087339767,0.061247455098371185,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0380266119892991,0.0,-0.0,-0.05998094340154336,0.0,0.0,-0.0,0.19073539433949854,-0.0,-0.0,-0.0,-0.18686862160189346,0.0,0.0,-0.0,-0.0,-0.0,-0.12031832043360365,-0.28199118037393917,-0.0,-0.0,-0.019984394155997266,0.027015724163366648,0.0,-0.055764515178709874,0.04998244310544181,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0187848006036246,-0.11489099099037353,0.0,-0.0,-0.0,0.11340051573118047,-0.0,-0.0,-0.0,0.8567935726493048,0.050700504634997486,0.0,-0.020414356562218825,0.0,-0.3519830995180496,-0.0,0.009411550489288397,-0.0,0.16394842605115337,0.005406116541461861,0.0,0.1523832469871765,0.03233256227442223,0.0,-0.025759362474645605,-0.0,0.0,0.025224350725727374,-0.061200247523807504,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.07544991627339316,0.0,-0.023303962667007735,0.026722901518680325,0.0,0.09219365130434444,0.0,-0.0,0.0,-0.0,0.025290639007481415,0.05785297588957214,0.08713987663251156,-0.0,0.0,0.0,-0.0,0.0,0.0,0.04950832038904332,0.0,0.0,Georgia
11,HI,0.007018661372812254,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10125988466275808,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.09183213338333981,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.06840717158761192,-0.02892782452258176,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.1310063555343046,-0.0,-0.0,0.0,0.04178060353736582,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.17089098690658241,-0.14122934224821718,-0.0,-0.3018370235036595,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.06445294572296464,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,Hawaii
12,IA,-0.14561624066277665,0.0,-0.0,0.0,0.005039492134511536,-0.0,-0.0,-0.0,0.12259397629486644,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.029811532905181525,-0.0,-0.0,-0.0586288042468923,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.048329234544236904,-0.08697908980865456,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.09082166873695292,-0.0,-0.0,-0.0,-0.0,-0.0,-0.025465717007817978,-0.0,-0.12465002544324345,-0.0,-0.0,-0.0,-0.0,0.02220174326253608,0.0,0.1923490028651258,-0.18604237339254773,0.0,-0.0,-0.0,-0.0,-0.2471582960166652,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.09343940121184632,-0.04536331557334106,0.0,-0.1419228304346309,-0.0,0.005992382559360598,-0.0,-0.0,0.30899264469667026,0.23282208435208893,0.05556138308085625,0.0,-0.014902133297148233,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.09164843873114045,-0.0,0.23790938691485697,0.0,0.0,-0.041773348521138516,0.01778348008172529,0.0,-0.0,-0.0,-0.052465059851889706,0.0,-0.0,0.0,-0.0,0.0,0.15933454958093402,-0.002171883823188802,-0.0,-0.0,-0.0,0.0,-0.0,-0.0008643705464318048,0.006418010910863464,-0.01636458735418318,-0.0,0.023665771657129027,0.05910589424115081,-0.0,-0.0,0.017899181781668484,0.0,-0.0,0.0,0.01442874202983762,0.0,0.0,Iowa
13,ID,0.0,0.0008485527290176409,-0.0,-0.0,-0.009237450685739574,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.02680594340134032,0.0,-0.0,-0.0,-0.01786994458830045,-0.0,-0.0,0.1958089875960054,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.09939129358195285,0.0,0.0,-0.020298641051609695,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.032876503684181296,-0.0,0.09410463055744281,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.1733527062861068,0.0,-0.06136157979905674,0.0,0.0,-0.0,-0.0,-0.09719571587078389,0.0,0.017274432089322337,-0.0,0.6094687682467791,0.0,-0.0,-0.042119862419238645,-0.0,-0.0,0.0,0.0008365570826785177,0.0,-0.04701819308601097,-0.0,0.0,0.13809472293754574,0.0,0.0,0.0,-0.0,0.0,-0.0647310162757862,0.0,0.0,-0.0,0.03592251542759348,0.0,0.15081279511728915,0.03981271937809581,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.052012556796991974,0.0,Idaho
14,IL,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.07978182405288682,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.25726901174994876,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.022607320031677067,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.1731523477022146,-0.05721697808305965,-0.0,-0.12071422198129472,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.07930775151309075,-0.06197249397472665,0.10387069959366305,-0.007424078358556459,-0.0,0.005939484744954047,-0.0,-0.0,0.0,0.0,0.15537053565760112,0.030781454913008415,-0.007432782929130013,0.1726350796203269,-0.03654855184332556,-0.01799527219777109,0.0,-0.12393905260200988,0.19913590027840544,0.0,-0.0,0.22256745204849784,0.0,0.10922739662985097,-0.0,-0.016321523712650523,-0.0,0.0,-0.1717969991153383,0.0028651647899636252,0.10797597895061135,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.02251928580070009,-0.0,-0.0,0.04239709924180674,0.01055268323978147,-0.07797652616133866,0.0,0.014187561448499638,0.018940938929790874,0.08467023520524636,0.026990201066204665,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.02611618967706682,0.0,0.0,Illinois
15,IN,0.0,-0.0,-0.018354263890708444,-0.0,-0.0,-0.0,-0.0,-0.0,0.10610748583550132,-0.0,-0.07998392164598386,-0.0819286572863438,-0.03315024554715816,-0.0,-0.17278885897311458,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05362773891849509,0.0,-0.0,-0.0,-0.0095548220242479,-0.0,-0.03308881546046678,0.006840810801939889,-0.0,-0.0,-0.0,-0.0,-0.031424670812449734,-0.0,-0.0,-0.0,-0.2089750367041746,-0.0,-0.0,-0.0,0.13157487821729882,0.0,-0.0,-0.0941833200477825,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.06308630764027909,-0.0,-0.09095288987982508,-0.0,0.06240434252059925,-0.0,-0.0,0.0,0.6669355398946293,0.11804427485424863,0.0,-0.0,0.0,-0.0,0.0,-0.0034783347296858326,-0.0,0.0,0.08801910580815046,0.0,0.5227670734844289,0.013331318007187893,0.0,-0.0,-0.0,-0.0,-0.0,-0.16400341317097253,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.12601114146822842,-0.02645145044555687,0.005149736186588558,0.0191209881676777,0.0,0.0,0.037934377580672474,-0.07674571424630706,-0.0,0.0,0.05017104139573432,0.0,0.0,Indiana
16,KS,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0361628450749704,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0901202377558013,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.021387670117364904,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.03710633513082416,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.04689484999846965,0.12905878765762702,0.0,-0.1224808171765471,0.003941897486666923,-0.029285220723734098,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.04414227487128275,-0.04476434988346329,0.03477794303466686,-0.06561998089118642,-0.0,0.059016993140336205,-0.1109728646069405,-0.0,0.0,0.15722416855195545,0.2282020921788888,0.04218660808197071,-0.04491937106775704,-0.0,0.0,0.09592377415760996,0.04969816819924769,-0.0,-0.004637760738596441,0.0,-0.0,0.5193178631421477,-0.029986972040026164,-0.0,0.00015698039096214542,-0.0,0.0,-0.0,0.03519983211795322,-0.13045537387619616,0.0213588364910138,0.010823273184471563,0.0,0.0,0.14665384449432536,-0.004298691923054643,-0.0,-0.0,-0.1044477307370502,-0.00693624381093022,0.08299795453855013,-0.024148798918965445,0.0,-0.00991385478220103,-0.0,-0.0,0.042113651645129944,0.03961876688082312,0.0,-0.0,-0.014641791534349365,0.0,0.0,0.0,-0.0,0.0,0.0,Kansas
17,KY,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0005787323870700829,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03975926172873849,-0.0,-0.0,-0.0,-0.0,-0.0,-0.002272066899712968,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.07828551510542303,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.19937002528444603,-0.0,-0.0,0.09348658068101684,-0.0,0.0,-0.0,-0.005577025405894027,-0.05320198185291786,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7625792621217602,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.1327771037810208,0.0,-0.03647980258729385,-0.0,0.11920280249683775,-0.0,-0.0,0.0,1.0375490373851346,0.0,0.08658655002186817,0.009263634626844609,0.0,-0.0,-0.0,0.0,0.0,0.1151147607361764,0.06662674875211311,-0.0,0.3310362829457963,0.06181286387590694,0.0,0.0,0.0,0.0,-0.0,-0.09006641001259948,0.0,0.06699601618521767,0.0,0.0,0.0,0.055758534356699786,0.010383005448054549,0.0,0.0,-0.0,0.0006346668332949067,0.0,-0.0,0.0,-0.017101599667934484,0.0,-0.0,-0.0,0.01763548345392768,0.0,0.0,0.0,0.03713697701315118,-0.0,0.0,0.014250682702992287,0.0,-0.05492631975092842,Kentucky
18,LA,-0.0,0.0,-0.0691406219568812,-0.020712846493325898,-0.0,-0.0,-0.0,-0.0,-0.08156119387052391,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22649886745595965,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.533919001997445e-05,-0.0,-0.0,-0.0,-0.006352053083884886,-0.0,-0.0,-0.0,-0.0,-0.0,0.0332977048467361,0.1385106623220765,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2761141719974519,-0.0,-0.0,-0.02236950950000686,-0.0,-0.0,0.010578911366948083,0.0,-0.1239844438228124,-0.05057979757317783,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.18354962246291537,-0.0,-0.0,-0.027667892075470858,-0.13941920306670696,0.0,0.0,-0.14669679358178264,0.0,-0.0,-0.0,0.0,0.9630056625702628,0.0,-0.0,0.0,0.16424299135335688,-0.0,-0.0,0.0,0.19111634136220915,0.0,0.0,-0.0,0.39812442755809113,0.1866939298492335,-0.0,0.0,0.0,0.0,0.0,-0.14045075412804925,-0.1656607747506138,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.17257076644923924,-0.0,-0.14553409249987811,0.0,0.037611897525115956,-0.0,-0.0,0.0504088244812669,0.0,0.020481688384273486,0.10451338246432959,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.024825541710903697,0.0,0.0,Louisiana
19,MA,0.0,-0.07057558853436656,-0.0,-0.0,0.09998061522164464,-0.0,-0.0,-0.0,0.14384301746981565,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.16849804008995536,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05952354606860451,-0.0,-0.0,-0.0,-0.0,-0.1946924737291862,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0029629555604994877,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.06543501910063143,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.39650253388513235,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.01830897008684735,-2.4671622769447914e-15,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.3552302206268809,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.17796901871737966,-0.0,0.0,0.0,-0.0,-0.0,-0.34690823030629836,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.1679508899012097,0.0,0.2222248991197022,-0.0,-0.0,0.0,0.0,0.0,-0.09574945807563424,-0.0,-0.007309593013202261,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,Massachusetts
20,MD,-0.20333921449364742,-0.004044291411096495,-0.04407039022163087,-0.0,0.0,-0.0,-0.0,-0.0,0.31855526649660715,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.034310222712773855,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.1588718723627085,-0.0,-0.0,-0.08973391556990987,-0.011988998246041029,0.1340139420398255,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.012344828247685354,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.09556491591322844,0.15948042650810362,0.0,-0.017147415372199732,0.33058383588285456,-0.0,-0.0,0.0,-0.0,0.0,0.04555251445835776,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.405163713001206,-0.0,-0.0,-0.0,-0.0,0.0,-0.005046025057881637,0.12310691182866955,-0.0,-0.0,-0.11167089164831823,0.549733824880326,-0.0,-0.28241061529479844,-0.0,-0.03232839416377487,-0.1670234924713789,0.0,0.10707207453484047,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.01779453732323863,0.0,Maryland
21,ME,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.25037053386331964,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.16022527095421013,-0.11655269805792903,-0.0,-0.0,0.03813199722255659,0.09881844936758487,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.29613375696467864,-0.0,-0.11421020575452379,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3734043206071426,-0.0,0.0,-0.0,-0.0,-0.02626185983018502,0.03901523932817623,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.5967260186535087,0.19881283689888146,0.0,-0.0,-0.04416809371238046,0.0,-0.0,0.0,-0.061886168722051375,-0.03764743766844809,-0.0,-0.0,-0.0,-0.0,0.10752216875843167,-0.057557946517127104,-0.0,0.0,-0.0,-0.0,0.14881641706028237,0.0,-0.0,0.0,0.012038604495851278,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.10240590765653611,-0.0,0.0,0.05555196244872359,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.08366054680609196,0.0,Maine
22,MI,-0.0,0.0,-0.0,-0.0,0.12173861411100013,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04864314252836348,-0.03557415164938775,-0.04882558865635792,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.3118774421450103,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.04183372999227583,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.1991503525480213,-0.09176034542852778,0.043559523437478966,-0.04535571207639493,0.0,0.0,-0.0,0.0,0.0,0.07936660432812187,0.11854676150961911,-0.03027849257075002,-0.029062733378582124,0.0,-0.15043955527335615,-0.07736335236992814,0.010518108724126535,0.0,0.1566210052132287,0.0,0.0,0.546244265093364,0.0,0.0033270592625447267,0.0,-0.0,-0.0,-0.0,-0.22183689967556758,-0.0,0.09778527687375506,-0.0,-0.0,-0.0,0.08879149503887786,-0.03399464369891103,-0.0,-0.027032422003171137,-0.0,-0.10632907645639339,-0.0,0.0,0.030419185975155083,0.0,0.0,0.14168995261317313,0.08851604100882923,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,Michigan
23,MN,-0.3302576554903304,0.0,-0.0,-0.19362882497481215,0.0,-0.0,-0.0,-0.0,0.15992429153255955,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.21432867744677433,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.029532434092684797,-0.04555823567288317,0.008701142759199256,-0.0,-0.0,-0.0,0.0,-0.027029737587653396,0.03059076352264968,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.056388592914108034,-0.0,-0.0,0.0,-0.23514114044733447,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0013611723092606346,-0.00978721766482156,0.13351532723684778,-0.0,-0.0,0.10521419403592276,-0.0,-0.0,0.4445745434117461,0.0,0.1868158065029104,0.031592079685044544,-0.0461217920089176,-0.0,0.0,0.0,0.006529231476901311,-0.09920309859374742,0.08328134319307799,0.0,0.0,0.32358442582203345,-0.0,0.27862605878211033,-0.0,-0.0,0.10460048989005569,-0.2559541331001385,-0.0,0.06879982999974017,0.0,-0.0,0.0,0.18946540986669394,0.0,0.07471764632406779,0.12754795699566837,-0.0,-0.0,-0.02582606533013028,-0.0,0.0,-0.07730613928779412,0.0,0.029039618598218703,-0.0,0.13250704160058777,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.26323734363281037,0.1295201923409253,0.0,0.0,Minnesota
24,MO,-0.05088765365972446,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.028788094044260675,-0.0,-0.0,-0.02703667276752945,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0004020021053272983,-0.0,-0.0,-0.2653301570202999,-0.1316404278205493,-0.0,-0.0,-0.16355264535040812,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1433781113175466,0.0,-0.0,-0.0,-0.0,-0.007617791838051149,-0.0,-0.0,0.12860777851198488,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0684813683048416,-0.0,-0.0,0.12321586347523905,0.0,0.16480411516750773,0.0,-0.0,-0.00038726472783169136,-0.0,-0.0,-0.13662471100932067,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.12901182723583157,0.011278529868868762,-0.11716655625763107,-0.0,0.13632044630537907,-0.0,-0.0,0.0,0.7736549846910871,0.09605748299402947,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.27363444614032406,0.04234627641475716,-0.0,0.23284737801104516,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.20732535046543554,-0.008308049138602122,0.02420684912613384,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1550568416833271,-0.0,-0.013901335757463013,-0.0,0.02390615139342481,-0.0,0.008550913334338522,-0.0,0.0,0.0,-0.0,0.0,-0.03073984883787819,-0.0,0.0,0.0,0.0,0.0,Missouri
25,MS,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.014358104693960587,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01571409532488088,-0.06993750344353902,-0.0,-0.0,-0.0068803699925781454,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05283477536837495,-0.0,-0.0,0.0,-0.0,-0.0,0.07093960691627922,-0.0,-0.0,-0.149401106694871,-0.0,-0.0,-0.0,-0.0,-0.4929057170214594,-0.0,-0.21138099123675083,-0.06698932162217139,-0.0,0.09217305915796599,-0.0,0.0,0.010517438436638936,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.013218619071908516,-0.0,-0.0,-0.0,0.0,-0.06110760932327935,-0.03776082081097123,0.0,-0.0,-0.0,0.0,-0.0,-0.08133690686715508,0.0,1.2929466526745745,0.11090597210512586,-0.09029787605050615,-0.0,0.0,-0.2671674795270254,-0.0,0.0,0.0,0.06099736020716446,0.13446385427008622,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.01878244316295467,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.022486592601268188,-0.03103932022016118,-0.0032294195937254567,0.0,-0.0,0.0,-0.0,0.03512294851825613,0.0033792912646328603,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,Mississippi
